	p-value	FDR
PKNX1.1.P.B_besthit	1.0	1.0
PBX2.0.P.B_besthit	0.9999999999999227	1.0
PBX3.1.P.B_besthit	0.9999999999988632	1.0
ZN134.0.P.C_besthit	0.9997234931399056	1.0
ZN134.1.P.C_besthit	0.9999438255192987	1.0
MESP1.0.S.D_besthit	0.9998701640936122	1.0
HAND2.2.S.C_besthit	0.9604947036861258	1.0
ZEB1.0.P.B_besthit	0.018397070138805215	0.2727095102928773
SNAI1.0.PSM.A_besthit	0.9999999432935116	1.0
SNAI2.0.PSM.A_besthit	0.9999999999999595	1.0
SNAI3.0.S.D_besthit	0.9999326107515316	1.0
ZEB2.0.P.B_besthit	0.028049080183637488	0.382073957096035
ZBT42.0.P.C_besthit	0.9999581319353609	1.0
MYF5.0.P.B_besthit	0.9999999999975243	1.0
MYOD1.0.P.B_besthit	0.9820072904342984	1.0
MYOG.0.PSM.A_besthit	0.9999999999999943	1.0
ITF2.1.PSM.A_besthit	0.9999999999999869	1.0
HTF4.0.PSM.A_besthit	0.999704570086453	1.0
TFE2.0.PS.A_besthit	0.999999999977772	1.0
ITF2.0.S.B_besthit	0.7704085108999859	1.0
TFAP4.0.PSM.A_besthit	0.9994870797599281	1.0
TWST2.1.P.B_besthit	0.9997084644701607	1.0
OLIG2.1.P.B_besthit	0.9999999959400624	1.0
TCF21.0.PS.A_besthit	0.9999999998758388	1.0
ZBT18.0.PSM.A_besthit	0.9081805972391086	1.0
MYOD1.1.PSM.A_besthit	0.9999958791699154	1.0
TWST2.0.P.B_besthit	0.958701475707738	1.0
OLIG2.0.P.B_besthit	0.9860990653880324	1.0
ATOH8.0.P.C_besthit	0.999999999999997	1.0
BHA15.0.P.B_besthit	0.9999998473004655	1.0
LYL1.0.P.C_besthit	0.9999999457912597	1.0
TAL1.2.P.B_besthit	0.9999932663021979	1.0
MYF6.0.SM.D_besthit	7.5633039839258475e-06	0.0002722789434213305
ZN554.1.P.C_besthit	0.9527419819746963	1.0
ZBT24.0.P.B_besthit	0.9999531073775881	1.0
NFIA.0.P.B_besthit	0.9999999999979918	1.0
NFIC.0.PSM.A_besthit	0.7065438111149701	1.0
P63.0.PS.A_besthit	0.3593373501547649	1.0
