	p-value	FDR
ZNF3.0.P.B_besthit	0.9980215686216191	1.0
ZN274.1.P.B_besthit	0.9992572281873889	1.0
ZN274.2.P.B_besthit	0.4581054386320709	1.0
ZN33B.0.P.C_besthit	5.386668632235642e-06	0.0002088369992805203
ZNF24.0.P.B_besthit	0.8468056967296719	1.0
SOX2.2.S.B_besthit	0.13712827503103725	1.0
SOX2.3.S.B_besthit	0.00010313830239131591	0.002970383108869898
SOX17.2.S.C_besthit	0.00989164183660175	0.17190991329818214
SOX18.0.SM.D_besthit	0.9999295700065186	1.0
SOX3.1.S.C_besthit	0.9998925956302275	1.0
ZN440.0.P.C_besthit	0.2615899583679375	1.0
ZNF85.0.P.B_besthit	0.9773343829983997	1.0
ZNF85.1.P.B_besthit	0.9999978835364174	1.0
ZN112.0.P.C_besthit	0.7706175559511829	1.0
ZN410.0.SM.D_besthit	0.25472420638041643	1.0
ZN614.0.P.C_besthit	0.986387095038444	1.0
ZN433.0.P.C_besthit	0.9999896495726127	1.0
ZN433.1.P.C_besthit	0.992128493037698	1.0
ZN214.0.P.B_besthit	0.8108598865629353	1.0
ZN627.0.P.C_besthit	0.9988985819709048	1.0
ZN317.0.P.B_besthit	0.9087443233712038	1.0
ZNF23.0.P.C_besthit	0.9999753659429923	1.0
ZBT16.0.P.B_besthit	0.8792506926828607	1.0
ZNF26.1.P.B_besthit	0.7739891887874063	1.0
ZN677.0.P.C_besthit	0.5101149513779554	1.0
ZIK1.0.P.C_besthit	0.2512735541900166	1.0
ZFP69.0.P.C_besthit	0.5483125126263986	1.0
ZNF12.2.S.C_besthit	0.9987833875065788	1.0
LEF1.1.P.B_besthit	0.9999999753130925	1.0
TF7L1.1.P.C_besthit	0.9999966499224626	1.0
SOX17.1.P.B_besthit	0.9999999891400924	1.0
SOX2.1.P.B_besthit	0.8978034160172276	1.0
DMRTA.0.SM.D_besthit	0.9999999987872434	1.0
FOXJ2.1.SM.B_besthit	0.34753498283187856	1.0
FOXD2.0.S.D_besthit	0.9848223357706495	1.0
FOXD3.1.S.B_besthit	0.9999999998500333	1.0
FOXC1.0.S.D_besthit	0.9999999402715569	1.0
FOXC1.1.S.D_besthit	0.9999971055227297	1.0
ZNF35.1.P.C_besthit	0.7500278292785229	1.0
FOXJ2.2.S.B_besthit	0.9999815659513261	1.0
FOXL1.0.S.D_besthit	0.7804268575658346	1.0
FOXD2.1.SM.D_besthit	0.9935543076731765	1.0
FOXF1.0.P.C_besthit	0.9784100272655132	1.0
FOXL2.0.PSM.A_besthit	0.24637038354597557	1.0
FOXC2.0.SM.D_besthit	0.999999999503542	1.0
ANDR.2.P.B_besthit	0.0020293769343040125	0.04545804332840988
FOXD3.0.P.C_besthit	0.9240540969672008	1.0
ZBT20.0.SM.D_besthit	5.893704401697592e-07	3.1260607398308207e-05
PO3F3.0.P.C_besthit	0.5061515384078841	1.0
PO3F1.0.P.B_besthit	0.21422306778201045	1.0
PO3F3.1.P.C_besthit	0.9999977317499882	1.0
PO3F1.1.PS.A_besthit	0.9999289754422344	1.0
PO3F2.0.P.B_besthit	0.9999999998273751	1.0
PO2F1.0.PS.A_besthit	3.4244180044197706e-25	1.150604449485043e-22
MEF2B.0.PS.A_besthit	0.5159908709684082	1.0
MEF2D.0.PS.A_besthit	4.732188304903398e-29	2.3850229056713128e-26
MEF2A.0.P.B_besthit	1.909866536133884e-05	0.0006417151561409851
MEF2C.0.P.B_besthit	0.041988759619385904	0.5357553126119113
MYNN.0.P.B_besthit	0.9990823729742706	1.0
ZN133.0.P.B_besthit	0.002086371090971149	0.045718740428237356
ZN558.0.P.B_besthit	0.4320176487417301	1.0
ZNF26.0.P.B_besthit	0.984968998465916	1.0
ZBT40.0.P.B_besthit	0.12564094493046007	1.0
ZN160.0.P.C_besthit	0.997163224215441	1.0
HMGA1.0.P.B_besthit	0.0004784538592106577	0.012366192053444691
ZN791.0.P.C_besthit	0.9999909804245973	1.0
ZN879.0.P.C_besthit	0.9131341126188541	1.0
Z354A.0.P.B_besthit	0.9987533275855731	1.0
ZNF79.0.P.C_besthit	0.9969008718197764	1.0
ZNF74.0.P.C_besthit	0.4119063045511152	1.0
OZF.0.P.B_besthit	0.998922510514659	1.0
ZN260.0.P.C_besthit	0.5459349784626193	1.0
ZN350.0.P.B_besthit	0.938260504390979	1.0
CPEB1.1.S.D_besthit	0.7707883686168351	1.0
ZN510.0.P.C_besthit	0.999645145872371	1.0
ZN570.0.P.C_besthit	0.9998351070252494	1.0
ZNF35.0.P.C_besthit	0.8093447018923078	1.0
ZN766.0.P.B_besthit	0.6614291307443589	1.0
ZN250.0.P.C_besthit	0.24671586245518048	1.0
ZN649.0.P.C_besthit	0.3235215618061796	1.0
ZN432.0.P.C_besthit	0.9982739286534666	1.0
ZN615.0.P.C_besthit	0.6530778086631758	1.0
ZN595.0.P.C_besthit	0.9998532573811523	1.0
ZN562.0.P.C_besthit	0.6573481712084772	1.0
ZN136.0.P.B_besthit	0.2632485875264451	1.0
ZN584.0.P.B_besthit	0.9999011613902263	1.0
ZN584.1.P.C_besthit	0.22952399586754357	1.0
ZBT26.1.SM.B_besthit	0.999957577364987	1.0
ZNF81.0.P.C_besthit	0.7025562549461679	1.0
CUX1.2.P.C_besthit	0.962603421072088	1.0
ZN248.0.P.B_besthit	0.999962165857814	1.0
IRX3.2.S.D_besthit	0.9999998864054223	1.0
ZN211.0.P.B_besthit	0.8414658246322125	1.0
ZN211.1.P.C_besthit	0.3587459086520412	1.0
ZN652.0.PS.A_besthit	0.7800678092753769	1.0
SRF.0.PSM.A_besthit	4.773873816258898e-06	0.0001924825922715588
MEF2B.1.SM.B_besthit	0.9999840218262253	1.0
MEF2C.1.SM.B_besthit	0.9999999999967902	1.0
MEF2D.1.M.C_besthit	0.9999999998877459	1.0
HXB7.0.P.C_besthit	0.9345073240589693	1.0
HXB4.0.P.B_besthit	0.7821453345411774	1.0
MEIS1.0.P.B_besthit	0.9999999999992617	1.0
MEIS2.0.P.C_besthit	0.9999993469198593	1.0
ARX.0.S.D_besthit	1.0	1.0
ALX1.0.SM.D_besthit	0.9999999775218936	1.0
ALX4.0.S.D_besthit	1.0	1.0
PAX3.2.P.C_besthit	0.9984014724934417	1.0
PAX3.3.S.B_besthit	0.9999999998496498	1.0
PO3F1.3.M.C_besthit	0.9999999152686446	1.0
PO3F2.2.SM.B_besthit	0.9857943010221342	1.0
PITX1.1.S.B_besthit	0.15118326325144227	1.0
HXC9.0.P.B_besthit	0.9999662253850539	1.0
HXA9.0.P.B_besthit	0.9999999953779487	1.0
HXC10.0.P.B_besthit	0.9999999999953368	1.0
HXB8.0.PSM.A_besthit	0.9999891221486986	1.0
PO4F1.1.SM.D_besthit	0.9999998689064347	1.0
PO4F1.0.S.D_besthit	0.9507186082207943	1.0
SP9.0.P.B_besthit	0.9832982746747001	1.0
BARX2.0.SM.D_besthit	0.9999958707938009	1.0
ZFP91.0.P.C_besthit	0.00013326823294601916	0.0037315105224885368
CPEB1.0.S.D_besthit	0.727476100094416	1.0
TBP.0.P.B_besthit	4.2232553434005834e-49	4.257041386147788e-46
HXA9.2.P.B_besthit	0.9999999433520754	1.0
HXA13.0.P.B_besthit	0.9999680478147096	1.0
HXB13.0.PS.A_besthit	0.9999999999999236	1.0
ARI1A.0.P.C_besthit	0.9999999999998008	1.0
HXA11.0.PS.A_besthit	0.9997970400471476	1.0
ZN667.1.P.C_besthit	0.9997521895690636	1.0
ZN274.0.SM.B_besthit	0.9998603617432931	1.0
STAT1.0.P.B_besthit	0.9027281007665326	1.0
STAT4.0.P.B_besthit	0.28609875444456784	1.0
STA5A.0.P.B_besthit	0.9999999999908522	1.0
STA5B.0.P.B_besthit	0.9999999697526237	1.0
BCL6.0.PSM.A_besthit	0.999601440351399	1.0
BCL6B.0.PSM.A_besthit	0.036965322411926495	0.49027690777923566
STAT6.0.P.B_besthit	0.9999844496011273	1.0
GRHL1.1.PS.A_besthit	0.9898192608345054	1.0
ZN454.0.P.B_besthit	0.9965403731083751	1.0
ZN736.0.P.C_besthit	0.9996582227274717	1.0
ZN154.0.P.C_besthit	0.9931920137468889	1.0
ZSC16.0.PSM.A_besthit	0.6195570252297586	1.0
RORG.1.PS.A_besthit	0.9940179090525135	1.0
ZN224.0.P.B_besthit	0.21479107327215669	1.0
MTF1.0.SM.D_besthit	0.9962986461923923	1.0
ZSCA1.0.SM.D_besthit	0.22696925022817718	1.0
ZN667.0.P.C_besthit	0.9557485829553595	1.0
ZN621.0.P.C_besthit	0.5430285615046362	1.0
HAND2.0.P.B_besthit	0.6573019629212561	1.0
ZN708.0.P.B_besthit	0.9809745130840016	1.0
ZN222.0.P.C_besthit	0.9665267015616142	1.0
ZN335.1.P.D_besthit	0.9296396715415474	1.0
ZN101.0.P.C_besthit	0.8283891112246505	1.0
ZN329.0.P.C_besthit	0.6292181150674394	1.0
ZN573.0.P.C_besthit	0.9611755672097716	1.0
ETV2.0.S.B_besthit	0.999413918034673	1.0
ETV3.0.SM.D_besthit	0.9999999999999991	1.0
EHF.0.P.B_besthit	0.9725285437516327	1.0
ETV1.1.PM.A_besthit	0.5545412664770875	1.0
ELF2.1.M.B_besthit	1.0	1.0
ELF4.1.M.B_besthit	0.9999999999999999	1.0
SPI1.1.S.B_besthit	0.9221846425860298	1.0
ETV2.1.PM.A_besthit	0.99999991296864	1.0
ETV6.1.P.B_besthit	0.9999999999992959	1.0
ELK3.0.PSM.A_besthit	0.9999999999991634	1.0
ETS2.1.P.B_besthit	0.008228152682372902	0.14810674828271225
ETV4.0.P.B_besthit	0.9999999999998764	1.0
ETV4.1.SM.B_besthit	1.0	1.0
ETS1.0.S.B_besthit	0.9999999999999999	1.0
ETV1.0.PSM.A_besthit	1.0	1.0
ETV5.0.PS.A_besthit	0.9999999999985928	1.0
ETS2.0.S.C_besthit	0.9995597334196528	1.0
ELK1.0.PSM.A_besthit	0.9999999999999998	1.0
ELK4.0.PSM.A_besthit	0.9999837269964973	1.0
GABPA.0.PSM.A_besthit	0.9999998177881186	1.0
ELF4.0.PS.A_besthit	0.9999990350154825	1.0
ETV6.0.PS.A_besthit	0.9999999999857604	1.0
ELF1.0.PSM.A_besthit	0.9999999488693766	1.0
ELF2.0.PS.A_besthit	0.9999999999999972	1.0
E4F1.0.P.B_besthit	0.9514554663956234	1.0
ETS1.1.P.B_besthit	0.9973705821499173	1.0
ETV5.1.PM.A_besthit	0.9999999981637993	1.0
FLI1.0.PSM.A_besthit	0.9999971804354814	1.0
ZN257.0.P.B_besthit	0.9630756144643995	1.0
ZN527.0.P.C_besthit	0.9970405076738237	1.0
TBX1.0.S.D_besthit	0.006454812198033312	0.12020823567287597
MZF1.0.P.B_besthit	0.999566692056468	1.0
RBAK.0.P.C_besthit	0.5920043616434769	1.0
FLI1.1.P.B_besthit	0.9992858970697688	1.0
ZN189.0.P.B_besthit	0.9426996000625937	1.0
ZN578.0.P.C_besthit	0.2731218190018727	1.0
ZNF76.1.SM.B_besthit	0.899997881603803	1.0
E2F3.1.SM.B_besthit	0.9999736303825547	1.0
TYY1.0.PSM.A_besthit	1.1526517901292511e-18	1.6598185777861216e-16
GLI3.1.M.C_besthit	0.9420234852175878	1.0
ESR1.0.P.B_besthit	0.9999999999999999	1.0
RARG.0.P.B_besthit	0.9999999999999999	1.0
THA.0.P.B_besthit	7.842825837749605e-12	7.186880404046912e-10
THB.0.P.B_besthit	7.359123999584283e-12	7.186880404046912e-10
RXRA.3.P.B_besthit	0.9900290764132443	1.0
COT1.1.PSM.A_besthit	0.9999999999968896	1.0
RARA.1.P.B_besthit	0.9645650922240409	1.0
SMAD4.0.P.B_besthit	0.9995366457597796	1.0
SMAD5.0.M.D_besthit	0.6129717522425352	1.0
ZN549.0.P.B_besthit	0.9999948727655449	1.0
ZN502.0.P.C_besthit	0.9036924329588271	1.0
ZN708.1.P.B_besthit	0.9986139080640204	1.0
ZN782.0.P.C_besthit	0.9359422010928284	1.0
NPAS2.0.M.D_besthit	0.9981031675410456	1.0
ARNT2.1.P.B_besthit	0.9960296127452701	1.0
HIF3A.1.P.C_besthit	1.0	1.0
NPAS3.0.P.C_besthit	0.999999995839339	1.0
HIF1A.0.P.B_besthit	0.9999999999992002	1.0
ARNT.0.P.B_besthit	1.0	1.0
EPAS1.0.P.B_besthit	0.9999999999999999	1.0
HIF1A.1.P.B_besthit	0.9999999949088896	1.0
ARNT.1.P.B_besthit	0.999999995471621	1.0
HIF3A.0.P.C_besthit	0.9999999999999989	1.0
BHE40.0.PSM.A_besthit	0.9999999851708421	1.0
BHE40.1.S.C_besthit	0.9999989806377199	1.0
CLOCK.1.PS.A_besthit	1.0	1.0
MXI1.0.P.B_besthit	0.9999999999999913	1.0
NPAS2.2.S.D_besthit	0.9999999747954549	1.0
HEY1.0.S.D_besthit	0.9999999999999999	1.0
HEY2.0.S.D_besthit	0.9999999995058928	1.0
HES1.1.S.D_besthit	0.9999229593327463	1.0
MYC.0.P.B_besthit	0.9999999893338364	1.0
MYCN.0.PS.A_besthit	1.0	1.0
MAX.2.S.C_besthit	0.9999995115916027	1.0
MAX.0.PS.A_besthit	0.9999999999985629	1.0
MGAP.0.P.C_besthit	0.9999926236039777	1.0
MNT.0.PS.A_besthit	0.9999999999879452	1.0
SOLH2.0.S.D_besthit	0.9999999998425637	1.0
SRBP1.1.S.C_besthit	0.9999651470978533	1.0
SRBP2.0.S.B_besthit	0.99999999981934	1.0
CR3L1.0.PSM.A_besthit	0.9999999999999023	1.0
CR3L4.1.S.D_besthit	0.9999996591663819	1.0
CR3L4.0.M.D_besthit	1.0	1.0
XBP1.0.PS.A_besthit	0.9999999997562282	1.0
ZN341.0.P.B_besthit	0.9999985157862017	1.0
ZN713.0.SM.D_besthit	0.9567112675507059	1.0
ZBTB2.0.SM.D_besthit	0.015803649879306287	0.24507813966678055
PAX9.0.SM.D_besthit	0.9999996582691759	1.0
GLI1.0.P.C_besthit	0.9999999107592071	1.0
TZAP.0.P.B_besthit	0.9864687059507333	1.0
ZN316.0.P.C_besthit	0.5488354444182408	1.0
MBNL2.0.S.D_besthit	0.9479903453818141	1.0
ZN100.0.P.B_besthit	0.14833712157815293	1.0
PRD15.0.P.B_besthit	0.9994250587025402	1.0
ZN789.0.P.C_besthit	0.0006123252760393743	0.015054240932870472
ZSC31.1.SM.B_besthit	0.9998720075576891	1.0
ZN701.1.P.B_besthit	0.9997582022466228	1.0
ZKSC5.0.P.C_besthit	0.5131416551299348	1.0
ZN480.0.P.C_besthit	0.025553452454658725	0.3577483343652222
ZN671.0.P.C_besthit	0.9991793034484914	1.0
ZFP14.0.P.C_besthit	0.41026511376783953	1.0
RFX3.2.S.B_besthit	0.9270770593978792	1.0
ZN557.0.P.C_besthit	0.30748226094714687	1.0
ZN684.0.P.C_besthit	0.38699616019196215	1.0
ZN707.0.P.B_besthit	0.9786192869811682	1.0
SRBP2.1.P.B_besthit	0.9866706748624445	1.0
ZN684.1.M.C_besthit	0.9739329678021849	1.0
ZN281.1.SM.B_besthit	0.9999734662474341	1.0
ZN444.0.S.D_besthit	0.9999995911986528	1.0
ZN485.0.P.C_besthit	0.23709135436226247	1.0
ZN701.0.P.B_besthit	0.8495515332742964	1.0
ZN880.0.P.C_besthit	1.23947048346218e-06	5.432114118825555e-05
ZN681.0.P.C_besthit	0.9783118475277924	1.0
ZN132.0.P.C_besthit	0.6752112520484905	1.0
ZN467.0.P.C_besthit	0.9997003495197142	1.0
ZN714.0.P.C_besthit	0.9999987308520135	1.0
ZN483.0.P.C_besthit	0.011152202178899237	0.19053253892085475
ZN563.1.P.C_besthit	0.9159360468897008	1.0
ZN121.0.P.B_besthit	0.9985591803406015	1.0
ZN441.1.P.C_besthit	1.7243252863881924e-20	4.345299721698245e-18
VDR.0.PS.A_besthit	0.9999992955966998	1.0
NR2C1.1.PM.A_besthit	0.9999683540689459	1.0
NR2C2.1.PS.A_besthit	0.9995595361289734	1.0
TF7L1.2.S.C_besthit	0.9932552455497387	1.0
HIC1.0.PSM.A_besthit	0.7761205401757564	1.0
ZN331.0.P.B_besthit	0.9880426062869547	1.0
ZN554.0.P.C_besthit	0.014122794331072814	0.2296093013826032
ZN574.0.P.B_besthit	0.9887239504663959	1.0
ZN143.0.P.B_besthit	0.832024111533553	1.0
ZNF76.0.P.B_besthit	0.9997729792686826	1.0
ZBT37.0.M.D_besthit	0.012809511572126975	0.2151997944117332
CR3L2.0.PS.A_besthit	0.9983711442879357	1.0
BHE41.0.PSM.A_besthit	0.9890130226516021	1.0
HES1.0.S.D_besthit	0.9775039269126208	1.0
ATF1.1.P.B_besthit	0.3886425208813048	1.0
GMEB1.0.P.C_besthit	0.01693969269419122	0.25871530660219316
ZBED5.0.P.C_besthit	0.12171008110973525	1.0
ZN793.0.P.B_besthit	0.9338791799115774	1.0
PRDM5.1.P.B_besthit	0.9145602127127492	1.0
GLI4.0.P.C_besthit	0.9999625566042639	1.0
ZN304.0.P.C_besthit	0.8549399386862935	1.0
ZN320.1.P.B_besthit	0.780934972470477	1.0
ZN431.0.P.C_besthit	0.1656045546424022	1.0
ZIC1.1.M.B_besthit	0.9999999999990289	1.0
ZIC1.0.P.B_besthit	0.9999394157409213	1.0
ZIC1.2.S.B_besthit	0.9962097507781897	1.0
ZN787.1.S.D_besthit	0.45477436980570024	1.0
ZBT7B.0.SM.D_besthit	0.9999999869325678	1.0
ZBT7C.0.S.D_besthit	0.9999999482621743	1.0
ZN524.0.S.D_besthit	0.9984544881941105	1.0
ZN616.0.P.C_besthit	0.9986254520502769	1.0
E2F4.0.P.B_besthit	0.03774572259897984	0.4911448926208368
TFDP1.0.P.B_besthit	0.9999999893489325	1.0
E2F3.0.P.B_besthit	0.9999672054881955	1.0
E2F1.0.P.B_besthit	0.9999999999999998	1.0
E2F4.1.P.B_besthit	1.0	1.0
E2F8.1.SM.B_besthit	0.017440580633485272	0.2623896310231814
E2F8.0.P.C_besthit	0.9863263180839399	1.0
E2F6.0.P.B_besthit	0.9999999036358695	1.0
GLIS2.0.SM.D_besthit	0.9993931021143813	1.0
GLIS3.1.S.C_besthit	0.9894252637838158	1.0
ZIC4.0.SM.D_besthit	0.9999999981697963	1.0
KLF5.0.PM.A_besthit	0.00010113873330433476	0.002970383108869898
EGR1.0.PS.A_besthit	0.6375518604131274	1.0
EGR2.0.PSM.A_besthit	0.9674532596116101	1.0
KLF6.1.SM.B_besthit	1.0	1.0
SP4.1.S.B_besthit	0.9999998150531928	1.0
SP3.1.S.B_besthit	0.9999999999684682	1.0
KLF16.0.SM.B_besthit	0.9999999388496813	1.0
SP9.1.S.C_besthit	0.9959861682989224	1.0
KLF2.0.S.D_besthit	0.9999478982643109	1.0
KLF3.1.M.C_besthit	0.30347670047867287	1.0
KLF3.0.PS.A_besthit	0.9989356190915888	1.0
KLF4.0.PSM.A_besthit	0.5706758530537488	1.0
SP1.0.P.B_besthit	0.9999999998783052	1.0
KLF9.0.P.B_besthit	0.9999960770086163	1.0
SP1.1.SM.B_besthit	1.0	1.0
KLF15.0.S.B_besthit	0.9992636702871396	1.0
KLF10.1.PSM.A_besthit	0.9938237419680634	1.0
KLF11.1.SM.B_besthit	0.9999680382361011	1.0
KLF6.0.P.B_besthit	0.9999994188236546	1.0
KLF12.0.P.C_besthit	0.9493980643246716	1.0
KLF9.1.P.B_besthit	0.9999875432448967	1.0
SP2.1.P.B_besthit	0.9999996873275733	1.0
KLF8.0.P.C_besthit	0.9999999413479745	1.0
SP2.0.P.D_besthit	0.9974336506637224	1.0
SP5.0.P.B_besthit	0.9999753896780694	1.0
SP1.2.P.B_besthit	0.9993817777692443	1.0
SP3.0.P.B_besthit	0.9999999465895442	1.0
KLF11.0.P.B_besthit	0.9999999783768316	1.0
SP4.0.P.C_besthit	0.2178017739682767	1.0
KLF10.0.P.C_besthit	0.9999818065049063	1.0
KLF13.0.PSM.A_besthit	0.9915552116789604	1.0
KLF12.1.PSM.A_besthit	0.9999909054653167	1.0
KLF7.0.P.B_besthit	0.9999999999782376	1.0
ZN610.1.P.C_besthit	0.957244889100926	1.0
ZN341.1.P.B_besthit	0.021857551980822364	0.31474874852384205
ZN383.0.P.C_besthit	0.991682750534373	1.0
ZN566.0.P.C_besthit	0.9967224825135441	1.0
ZN749.0.P.C_besthit	0.6534473136545683	1.0
ZN282.0.P.B_besthit	0.22095646383897977	1.0
ZN460.0.S.D_besthit	0.7209611688812525	1.0
ZN543.0.P.C_besthit	0.013161708236657781	0.2174918344680499
ZN180.0.P.C_besthit	0.6074094353310124	1.0
KLF16.1.P.B_besthit	0.9999993103305421	1.0
PATZ1.0.P.B_besthit	0.9364038901188177	1.0
ZN449.1.S.C_besthit	0.8028245181943412	1.0
ZN740.0.P.C_besthit	0.9577882649134201	1.0
ZN740.1.S.C_besthit	0.9998823672494901	1.0
SP5.1.P.B_besthit	0.9869492876011995	1.0
ZN148.0.P.B_besthit	0.9999996443728549	1.0
ZN281.0.P.B_besthit	0.9998777397654418	1.0
ZBT17.0.P.B_besthit	0.9667778924918955	1.0
VEZF1.1.P.B_besthit	0.9999469926296254	1.0
KLF15.1.P.C_besthit	0.9999733219164489	1.0
MAZ.1.P.B_besthit	0.9999999999999644	1.0
KLF8.1.P.C_besthit	0.8586983547028694	1.0
SP4.2.P.B_besthit	0.9999993810650045	1.0
KLF13.1.P.C_besthit	0.9999635459781697	1.0
MAZ.0.P.B_besthit	0.9953379683149536	1.0
PATZ1.1.P.C_besthit	0.9900653199396487	1.0
VEZF1.0.P.C_besthit	0.34020980332232	1.0
ZBT7A.0.P.B_besthit	0.20652254536461853	1.0
ZBT7A.1.SM.B_besthit	0.9993775340244736	1.0
ZN320.0.P.B_besthit	0.6516154406155784	1.0
ZNF28.0.P.C_besthit	0.9190423957580043	1.0
ZN436.0.P.C_besthit	0.07559318803167346	0.9029220774066018
ZN770.0.P.B_besthit	0.8544503840662945	1.0
ZN770.1.P.B_besthit	0.9999313956993	1.0
ZN394.0.P.C_besthit	0.0065589811131033515	0.12020823567287597
ZN223.0.P.C_besthit	0.9995712202718353	1.0
ZN333.0.P.C_besthit	0.9940877858653149	1.0
ZN189.1.P.B_besthit	0.9926534000568007	1.0
PRDM5.0.P.B_besthit	0.15264747372134665	1.0
ZN530.0.P.B_besthit	0.12425761256634692	1.0
ZN662.0.P.C_besthit	0.9965751160792498	1.0
ZN263.0.PM.A_besthit	0.7481113505477966	1.0
ZN263.1.P.B_besthit	0.004571831525931871	0.09080135351249237
ZNF16.0.P.C_besthit	0.9850870009599961	1.0
ZN623.0.P.C_besthit	0.9135219848715389	1.0
ZN425.0.P.C_besthit	0.3034964522557816	1.0
ZNF44.0.P.C_besthit	0.9941708712893685	1.0
ZN669.0.P.B_besthit	0.38655634082847834	1.0
ZN669.1.P.C_besthit	0.9702690627932163	1.0
ZN205.0.P.C_besthit	0.22508123157181537	1.0
ZN563.0.P.C_besthit	0.10295198947760584	1.0
ZN776.0.P.C_besthit	0.9999874597183626	1.0
ZSC31.0.P.C_besthit	0.9982498398149794	1.0
REST.0.P.B_besthit	0.9954085427268948	1.0
ZN322.0.P.C_besthit	0.9055223578442076	1.0
ZN335.0.P.B_besthit	1.160432771099041e-07	6.880683725104903e-06
ZN611.1.P.C_besthit	0.8948648923746438	1.0
TAF1.0.P.B_besthit	0.004594116100334436	0.09080135351249237
CENPB.0.S.D_besthit	0.9999998284258547	1.0
KAISO.0.P.B_besthit	0.9863342391059984	1.0
KAISO.1.P.B_besthit	0.9919518025636295	1.0
E2F4.2.S.B_besthit	0.8533418371009039	1.0
GMEB1.1.P.C_besthit	0.9993115150965548	1.0
E2F1.1.S.B_besthit	0.015384122570944443	0.24254593203022626
ZBT14.0.P.C_besthit	0.9972766678156912	1.0
MYCN.1.M.C_besthit	0.3242154496305885	1.0
ZBT14.1.S.B_besthit	0.9998381479192348	1.0
ZN587.0.P.C_besthit	0.9919839792790169	1.0
ZBTB6.0.P.B_besthit	0.9838219316548422	1.0
ZN423.0.P.C_besthit	0.9998939477002544	1.0
ZN765.0.P.C_besthit	0.9646097758183926	1.0
ZFX.0.P.B_besthit	1.8266198951408844e-11	1.534360711918343e-09
ZN711.0.P.C_besthit	0.98993179108697	1.0
ZN449.0.P.B_besthit	0.9413132251816348	1.0
ZN682.1.P.B_besthit	0.23842981782317024	1.0
ZN692.0.P.C_besthit	0.10951675161995007	1.0
ZN283.0.P.C_besthit	0.07943476634222474	0.9203476376202591
ZN682.0.P.B_besthit	0.8641681627887441	1.0
HSF1.2.P.B_besthit	0.7642357492022857	1.0
CTCF.0.P.B_besthit	0.05384410470453256	0.6539139462911906
HINFP.2.S.B_besthit	0.9610047519119459	1.0
HINFP.1.P.B_besthit	0.980295029055794	1.0
ZN441.0.P.C_besthit	6.202501467918295e-07	3.1260607398308207e-05
THAP1.0.P.B_besthit	3.5056928791898146e-07	1.9631880123462963e-05
LRRF1.0.P.B_besthit	0.5080805303503091	1.0
KMT2A.0.P.B_besthit	0.002299809797984428	0.04932358034826177
ZN519.0.P.C_besthit	0.02598278447005456	0.3587759828193835
KMT2B.0.P.B_besthit	0.04810617364602493	0.5986546053727546
ZN100.1.P.B_besthit	0.025521773786329166	0.3577483343652222
ZN454.1.SM.B_besthit	0.11385838043601294	1.0
ZN561.0.P.C_besthit	0.038005259548040946	0.4911448926208368
ZN610.0.P.B_besthit	0.9889168693899032	1.0
ZN407.0.P.B_besthit	8.206114835988156e-15	1.0339704693345077e-12
HINFP.0.P.B_besthit	5.8409551305875764e-05	0.0018399008661350866
ZN273.0.P.C_besthit	0.006206791460374562	0.11804614701995393
ZN548.0.P.B_besthit	0.000547196746105301	0.013789358001853587
ZN141.0.P.C_besthit	0.00016981687678903758	0.004626362481171618
ZN704.0.SM.D_besthit	0.5495239116908369	1.0
ZN267.0.P.C_besthit	0.9999939374576361	1.0
ZN611.0.P.C_besthit	0.9997998449813479	1.0
ZN805.0.P.C_besthit	0.9731385329180222	1.0
ZN577.0.P.B_besthit	0.9998269487286856	1.0
ZN749.1.P.C_besthit	0.7992645162146996	1.0
GLIS3.0.P.C_besthit	0.7297953631733639	1.0
GLI2.0.PSM.A_besthit	0.9999999988237986	1.0
GLI3.0.PS.A_besthit	0.9999999999999988	1.0
ESR2.0.P.B_besthit	0.9999999993692962	1.0
ZN416.0.P.C_besthit	0.998894737016498	1.0
ZF64B.0.P.B_besthit	0.7876917181182248	1.0
ZF64B.1.P.B_besthit	0.9715893817655962	1.0
TF2L1.0.PSM.A_besthit	0.9990396850128958	1.0
ZN329.1.P.C_besthit	6.85928305636596e-07	3.292455867055661e-05
NFIA.1.PS.A_besthit	0.9999848586560746	1.0
NFIB.0.PSM.A_besthit	1.0	1.0
NFIX.0.SM.D_besthit	1.0	1.0
HAND2.1.P.B_besthit	0.9999965667282216	1.0
ZN135.0.P.C_besthit	6.380073259666069e-06	0.00023818940169419994
ZN284.0.P.C_besthit	0.40042295543395146	1.0
ZN790.1.P.C_besthit	0.9999999666033544	1.0
ZN793.1.P.C_besthit	0.9999999845682304	1.0
PRD16.0.P.B_besthit	0.999999811646957	1.0
COE3.0.P.B_besthit	0.9999999986063749	1.0
COE1.0.P.B_besthit	0.9999999999462166	1.0
COE2.0.P.B_besthit	0.99999999450662	1.0
RFX1.2.S.C_besthit	0.9762686637848643	1.0
RFX2.0.PS.A_besthit	1.0	1.0
RFX1.0.PM.A_besthit	0.9999999996816971	1.0
RFX3.1.PS.A_besthit	0.999999999999995	1.0
RFX1.1.PSM.A_besthit	0.999979953307879	1.0
RFX3.0.PSM.A_besthit	0.9999999997289726	1.0
RFX7.0.SM.D_besthit	0.34237933567179435	1.0
RFX2.1.PSM.A_besthit	0.9981421246612568	1.0
