	p-value	FDR
GCR.0.PS.A_besthit	7.026863573804824e-51	3.3728945154263155e-49
PRGR.1.P.B_besthit	0.6324280283800547	0.9703005366926867
GCR.1.S.B_besthit	0.7043930045036967	0.9999999999999999
ANDR.1.S.C_besthit	1.6253379693644173e-08	7.41330621320965e-08
MCR.1.SM.D_besthit	0.005972653102762182	0.01596932182383098
SOX10.0.PSM.A_besthit	0.36351412078865414	0.6242286776064111
SOX8.0.PSM.A_besthit	0.6083429228732768	0.9477738272894328
SOX3.0.PM.A_besthit	0.9127908686338981	0.9999999999999999
SOX4.0.PSM.A_besthit	0.9476259689465367	0.9999999999999999
SOX15.0.P.B_besthit	0.9852709965656129	0.9999999999999999
SOX10.1.PSM.A_besthit	0.22271401622620643	0.41343596382323405
SOX12.0.SM.D_besthit	0.19992835764329236	0.377392854877226
SOX8.1.PS.A_besthit	0.26918845560168597	0.4897869372680495
SOX5.0.P.B_besthit	0.5694298531945883	0.9044883918605224
SOX2.0.P.B_besthit	0.995956405858183	0.9999999999999999
SOX17.0.PS.A_besthit	0.12395242000881758	0.2524122007452285
SOX13.0.P.B_besthit	0.806050314415017	0.9999999999999999
SOX6.0.P.B_besthit	0.9277356705787034	0.9999999999999999
PROX1.0.SM.D_besthit	9.4238423740393e-09	4.337549366681102e-08
DPF1.0.SM.D_besthit	0.9969786589581483	0.9999999999999999
ZBT45.0.SM.D_besthit	0.9133245299696403	0.9999999999999999
GATA3.1.SM.B_besthit	0.9955552545489883	0.9999999999999999
GATA2.1.P.B_besthit	0.18078836584080743	0.3482761497172331
GATA2.0.PSM.A_besthit	0.9999372193207304	0.9999999999999999
GATA6.0.PSM.A_besthit	0.9998629563610049	0.9999999999999999
GATA3.0.PS.A_besthit	0.9998886763624228	0.9999999999999999
TRPS1.0.P.B_besthit	0.9988040363560173	0.9999999999999999
TAL1.0.P.B_besthit	0.7839912326615497	0.9999999999999999
HXC9.2.M.C_besthit	0.6989072762123119	0.9999999999999999
HXA13.1.SM.B_besthit	0.999778948478622	0.9999999999999999
HXB13.1.SM.B_besthit	0.9875600584441924	0.9999999999999999
HXA11.1.SM.B_besthit	0.9309325031879165	0.9999999999999999
HXC10.2.SM.B_besthit	0.8782581698537318	0.9999999999999999
HXD9.0.SM.D_besthit	0.21790948099914093	0.4052633890168525
HXA9.1.SM.B_besthit	0.9831134623983043	0.9999999999999999
HXC10.1.S.B_besthit	0.053997948618782154	0.12095540490607203
HXC9.1.S.C_besthit	0.3924479943079375	0.6637375474201359
CREB5.0.P.B_besthit	1.401653940460542e-10	7.678625934696882e-10
HLF.1.SM.B_besthit	0.9456013980569363	0.9999999999999999
DBP.0.SM.D_besthit	0.9993405697328887	0.9999999999999999
TEF.0.SM.D_besthit	0.9974960969182703	0.9999999999999999
ATF4.0.P.B_besthit	0.9895595648550998	0.9999999999999999
CEBPG.2.P.B_besthit	0.9966240761528876	0.9999999999999999
HLF.0.P.B_besthit	0.9460118721786642	0.9999999999999999
NFIL3.0.P.B_besthit	0.12531334837698344	0.2546690628306438
CEBPG.0.P.B_besthit	0.7573559845783713	0.9999999999999999
CEBPD.0.P.B_besthit	0.005491057629372532	0.014799428049217947
CEBPA.0.P.B_besthit	0.010209421448331498	0.026221937265432975
CEBPB.0.P.B_besthit	0.06970614093500734	0.1517576459232989
NKX31.0.PSM.A_besthit	0.3079290701107837	0.5435945756071278
ZNF90.0.P.C_besthit	0.9830801529639676	0.9999999999999999
ZNF32.0.SM.D_besthit	5.597447911789947e-09	2.6001048364443623e-08
SIX4.0.P.B_besthit	2.072103154976689e-11	1.2507065749799416e-10
SIX1.0.P.B_besthit	2.0391595003471051e-25	3.425787960583137e-24
SIX2.0.P.B_besthit	5.081310080235749e-19	5.6285280888765216e-18
FOXJ3.0.SM.D_besthit	7.713123977331987e-27	1.4136052671182987e-25
FOXO4.0.SM.D_besthit	1.089071788900461e-14	8.712574311203688e-14
FOXO6.0.S.D_besthit	5.840538844352175e-21	7.547773275778194e-20
FOXO1.0.PS.A_besthit	0.0010506446738308684	0.0031708078779087287
FOXP1.0.PS.A_besthit	1.2839430466241737e-06	5.075351337243793e-06
FOXP2.0.P.B_besthit	4.15302249684897e-10	2.1578591117648256e-09
FOXK2.0.P.B_besthit	0.012117367744417464	0.03053576671593201
FOXK1.0.PS.A_besthit	0.010646452672204989	0.02716866909767754
FOXO3.0.PS.A_besthit	3.185909879631289e-09	1.5219891747243312e-08
HOMEZ.0.S.D_besthit	0.03664285722945816	0.08491034502826167
CUX1.0.PM.A_besthit	0.7183836596134561	0.9999999999999999
CUX1.1.S.B_besthit	0.9877776566847206	0.9999999999999999
P53.1.S.C_besthit	0.19071342864521304	0.36340101337310915
IRX3.1.S.D_besthit	0.08234692959709294	0.17292876183532205
IRX1.0.S.D_besthit	0.004607895876190388	0.012621627834782368
IRX5.1.SM.D_besthit	0.1597462304864717	0.3136494932304139
TEAD1.2.S.C_besthit	0.0010653567783497169	0.003196070335049151
TEAD1.1.P.C_besthit	0.03561485577941309	0.082909410220897
TEAD3.1.S.B_besthit	0.9711574956181703	0.9999999999999999
TF7L1.0.PM.A_besthit	0.9719939845034884	0.9999999999999999
TF7L2.0.P.B_besthit	0.9948144321901721	0.9999999999999999
LEF1.0.PSM.A_besthit	0.9943635970688576	0.9999999999999999
TCF7.0.PSM.A_besthit	0.9999582774225759	0.9999999999999999
TWST1.0.P.B_besthit	2.145899485482509e-12	1.369029545168588e-11
ZKSC8.0.P.B_besthit	0.010223433874320594	0.026221937265432975
ZN490.0.P.C_besthit	0.33192326694381297	0.5768597466885578
ZN75D.1.P.B_besthit	0.2830808525856746	0.508637253843779
PRDM4.0.PSM.A_besthit	0.0020153796437317752	0.0058376513818437625
ZN766.1.P.B_besthit	0.9982313617383283	0.9999999999999999
HMBX1.0.PSM.A_besthit	0.3826598384630119	0.6493621501190504
ZN251.0.P.C_besthit	0.23168857056250408	0.42930529251287525
BATF3.1.P.B_besthit	1.3502352812239098e-13	1.0156993757266427e-12
BATF.0.P.B_besthit	0.6116389596105287	0.949972374865043
BATF3.0.P.B_besthit	0.29526334123572734	0.5274198869561784
ZNF3.0.P.B_besthit	0.29615045239801285	0.5274198869561784
ZN274.1.P.B_besthit	0.9020786520976843	0.9999999999999999
ZN274.2.P.B_besthit	0.4510815053568255	0.7490776892910711
ZN33B.0.P.C_besthit	1.9049607816195722e-20	2.3706178615710233e-19
ZNF24.0.P.B_besthit	0.0006860041878370389	0.002108207991889437
SOX2.2.S.B_besthit	0.0030705582272522033	0.008718655473437241
SOX2.3.S.B_besthit	1.3689934162562334e-10	7.540685046919581e-10
SOX17.2.S.C_besthit	3.097197083057043e-06	1.2007594845082688e-05
SOX18.0.SM.D_besthit	0.04354059526716806	0.09974754552114865
SOX3.1.S.C_besthit	0.3157343294367289	0.5563989581682216
ZN440.0.P.C_besthit	0.0015264436349325475	0.00446848591203159
ZNF85.0.P.B_besthit	0.006672883163797149	0.017562052817513125
ZNF85.1.P.B_besthit	0.08802766741236309	0.18220100359684188
ZN112.0.P.C_besthit	0.3188771696361982	0.5609566963233644
ZN410.0.SM.D_besthit	0.6818151516944146	0.9999999999999999
ZN614.0.P.C_besthit	0.18510074699994336	0.3553934342398912
ZN433.0.P.C_besthit	0.9732622149455141	0.9999999999999999
ZN433.1.P.C_besthit	0.3462465187875724	0.5976084264088279
ZN214.0.P.B_besthit	0.15395743399528405	0.30369685610028635
ZN627.0.P.C_besthit	0.8991535291863277	0.9999999999999999
ZN317.0.P.B_besthit	0.7983470165339219	0.9999999999999999
ZNF23.0.P.C_besthit	0.988456593916702	0.9999999999999999
ZBT16.0.P.B_besthit	0.055546092692846556	0.12392610054272821
ZNF26.1.P.B_besthit	0.02467670349895436	0.05965016097588968
ZN677.0.P.C_besthit	0.29548409845593093	0.5274198869561784
ZIK1.0.P.C_besthit	0.004476792587203609	0.0122959316836546
ZFP69.0.P.C_besthit	0.5830095183128624	0.9182399913427584
ZNF12.2.S.C_besthit	0.7342501417429256	0.9999999999999999
LEF1.1.P.B_besthit	0.999972151690279	0.9999999999999999
TF7L1.1.P.C_besthit	0.8817978158379237	0.9999999999999999
SOX17.1.P.B_besthit	0.9962248105996621	0.9999999999999999
SOX2.1.P.B_besthit	0.018854410403219675	0.046695935347531775
DMRTA.0.SM.D_besthit	0.9995480548108372	0.9999999999999999
FOXJ2.1.SM.B_besthit	0.0002651848307876569	0.0008540137681596107
FOXD2.0.S.D_besthit	0.6590644035956179	0.9999999999999999
FOXD3.1.S.B_besthit	0.8599945798584319	0.9999999999999999
FOXC1.0.S.D_besthit	0.0921234487153452	0.18989864275065022
FOXC1.1.S.D_besthit	0.7763117820917447	0.9999999999999999
ZNF35.1.P.C_besthit	0.604442079884807	0.9431542051453334
FOXJ2.2.S.B_besthit	0.16433385546725882	0.32040333909283736
FOXL1.0.S.D_besthit	2.0033361399029572e-08	9.096228959559374e-08
FOXD2.1.SM.D_besthit	0.004241057589432135	0.011712290548349569
FOXF1.0.P.C_besthit	0.00015857654653210438	0.0005292886056435803
FOXL2.0.PSM.A_besthit	1.386145100056731e-19	1.6246910009967266e-18
FOXC2.0.SM.D_besthit	6.89526277008072e-09	3.188268290018975e-08
ANDR.2.P.B_besthit	2.0604344391120527e-12	1.322877652627356e-11
FOXD3.0.P.C_besthit	0.037900345876238604	0.08742230810812017
ZBT20.0.SM.D_besthit	6.452710606967289e-18	6.570032618003058e-17
PO3F3.0.P.C_besthit	2.6982010230824204e-20	3.316812964959853e-19
PO3F1.0.P.B_besthit	1.3847728545753894e-16	1.2805972820293508e-15
PO3F3.1.P.C_besthit	0.812394973333154	0.9999999999999999
PO3F1.1.PS.A_besthit	0.0789285130588687	0.16731744573160684
PO3F2.0.P.B_besthit	0.9329313618611046	0.9999999999999999
PO2F1.0.PS.A_besthit	8.89765048930182e-72	7.47402641101353e-70
MEF2B.0.PS.A_besthit	5.159098629813191e-78	5.200371418851697e-76
MEF2D.0.PS.A_besthit	1.3398721399003486e-216	1.3505911170195515e-213
MEF2A.0.P.B_besthit	5.356481559959024e-165	1.7997778041462322e-162
MEF2C.0.P.B_besthit	1.8549692788577132e-145	4.6745225827214375e-143
MYNN.0.P.B_besthit	0.9821064310842517	0.9999999999999999
ZN133.0.P.B_besthit	1.7549970993359613e-11	1.065684985620873e-10
ZN558.0.P.B_besthit	1.0789859716532188e-05	4.028214294172017e-05
ZNF26.0.P.B_besthit	0.0634621617670119	0.13906491100249566
ZBT40.0.P.B_besthit	0.6127961567547885	0.9503054246289643
ZN160.0.P.C_besthit	0.5651547330515836	0.8999620393617634
HMGA1.0.P.B_besthit	4.533960150213231e-13	3.195966315674781e-12
ZN791.0.P.C_besthit	0.8726261065471739	0.9999999999999999
ZN879.0.P.C_besthit	0.3817578504866358	0.6489239684494584
Z354A.0.P.B_besthit	0.5072038600620928	0.8286247827270495
ZNF79.0.P.C_besthit	0.20948878877882482	0.3928637168796665
ZNF74.0.P.C_besthit	0.001864857106954295	0.005432878508121183
OZF.0.P.B_besthit	0.9977493494447727	0.9999999999999999
ZN260.0.P.C_besthit	3.310645394525775e-06	1.2737139533137333e-05
ZN350.0.P.B_besthit	0.2639004591390102	0.48120733085129735
CPEB1.1.S.D_besthit	1.6555187814659134e-07	7.06632491381873e-07
ZN510.0.P.C_besthit	0.9922916240055263	0.9999999999999999
ZN570.0.P.C_besthit	0.99043968668614	0.9999999999999999
ZNF35.0.P.C_besthit	0.0008584883703140374	0.0026143694177539266
ZN766.0.P.B_besthit	0.14385338929167496	0.2864930045413157
ZN250.0.P.C_besthit	4.40868224891977e-05	0.00015538292681507442
ZN649.0.P.C_besthit	0.16420813647600985	0.32040333909283736
ZN432.0.P.C_besthit	0.9248012779543188	0.9999999999999999
ZN615.0.P.C_besthit	0.36758801379798917	0.6290810151245723
ZN595.0.P.C_besthit	0.37466144088372105	0.6400995464589675
ZN562.0.P.C_besthit	0.0002544275546268719	0.0008219967149483553
ZN136.0.P.B_besthit	0.0014282649959148172	0.004221968081765794
ZN584.0.P.B_besthit	0.39729614345192116	0.6685718073448023
ZN584.1.P.C_besthit	7.310698605003791e-05	0.00025065252360012997
ZBT26.1.SM.B_besthit	0.007484904316402974	0.019546071375477196
ZNF81.0.P.C_besthit	0.30514246231879627	0.5405687205928763
CUX1.2.P.C_besthit	0.004059286682112097	0.0112411015812335
ZN248.0.P.B_besthit	0.16648289742940625	0.32396671932208787
IRX3.2.S.D_besthit	0.8857887229132574	0.9999999999999999
ZN211.0.P.B_besthit	5.0036495080000575e-05	0.00017512773278000203
ZN211.1.P.C_besthit	2.7384829281683694e-10	1.4417446798128154e-09
ZN652.0.PS.A_besthit	0.4489554230282707	0.7467773373143513
SRF.0.PSM.A_besthit	6.920572038738184e-15	5.625755334716201e-14
MEF2B.1.SM.B_besthit	0.9916620414364058	0.9999999999999999
MEF2C.1.SM.B_besthit	0.4557532768863511	0.7555909590484242
MEF2D.1.M.C_besthit	0.9558983969362167	0.9999999999999999
HXB7.0.P.C_besthit	0.013806728124029298	0.034533950245710994
HXB4.0.P.B_besthit	0.0009007106250631944	0.002734687680914759
MEIS1.0.P.B_besthit	0.7997644551565052	0.9999999999999999
MEIS2.0.P.C_besthit	0.8347311669609236	0.9999999999999999
ARX.0.S.D_besthit	0.9927649120532721	0.9999999999999999
ALX1.0.SM.D_besthit	0.8289830771019312	0.9999999999999999
ALX4.0.S.D_besthit	0.9999891485216257	0.9999999999999999
PAX3.2.P.C_besthit	0.7744725457311922	0.9999999999999999
PAX3.3.S.B_besthit	0.9968703765529751	0.9999999999999999
PO3F1.3.M.C_besthit	8.844783660270075e-05	0.0003001865969546207
PO3F2.2.SM.B_besthit	1.4375134727378733e-10	7.83250584064744e-10
PITX1.1.S.B_besthit	0.006060628616274447	0.01611903336465605
HXC9.0.P.B_besthit	0.460586220112733	0.7610998522518605
HXA9.0.P.B_besthit	0.9993420642624984	0.9999999999999999
HXC10.0.P.B_besthit	0.5717840414430831	0.9048011205253185
HXB8.0.PSM.A_besthit	0.8215189636625421	0.9999999999999999
PO4F1.1.SM.D_besthit	0.9949020540090678	0.9999999999999999
PO4F1.0.S.D_besthit	0.07804978427015058	0.16668259013625378
SP9.0.P.B_besthit	0.3344564337972828	0.5792647513190053
BARX2.0.SM.D_besthit	0.618327539602012	0.9559419630656872
ZFP91.0.P.C_besthit	4.319248578675312e-07	1.7770622723692713e-06
CPEB1.0.S.D_besthit	7.693726266692653e-08	3.3572623709204306e-07
TBP.0.P.B_besthit	9.710229978439971e-89	1.3982731168953559e-86
HXA9.2.P.B_besthit	0.8338407120912706	0.9999999999999999
HXA13.0.P.B_besthit	0.9894994299031015	0.9999999999999999
HXB13.0.PS.A_besthit	0.9112309919570732	0.9999999999999999
ARI1A.0.P.C_besthit	0.8955550688125358	0.9999999999999999
HXA11.0.PS.A_besthit	0.13673257459211752	0.2745546517706264
ZN667.1.P.C_besthit	0.4731768824326865	0.7768115594334659
ZN274.0.SM.B_besthit	0.9928077860219322	0.9999999999999999
STAT1.0.P.B_besthit	2.1782311373149433e-12	1.380916343656266e-11
STAT4.0.P.B_besthit	4.136424511002616e-36	1.1268961911055776e-34
STA5A.0.P.B_besthit	0.0006906264081935112	0.0021159617612737363
STA5B.0.P.B_besthit	3.0189028596774386e-06	1.174924356198787e-05
BCL6.0.PSM.A_besthit	0.999438987212955	0.9999999999999999
BCL6B.0.PSM.A_besthit	5.831283908838675e-10	3.014325220568915e-09
STAT6.0.P.B_besthit	0.7129306672779641	0.9999999999999999
GRHL1.1.PS.A_besthit	0.0591566026875172	0.13105462749234578
ZN454.0.P.B_besthit	0.9872059003555164	0.9999999999999999
ZN736.0.P.C_besthit	0.9990880717358606	0.9999999999999999
ZN154.0.P.C_besthit	0.5706891043881868	0.9044883918605224
ZSC16.0.PSM.A_besthit	0.2122065982115883	0.39611898332829815
RORG.1.PS.A_besthit	0.006120750992046643	0.01623609736837636
ZN224.0.P.B_besthit	0.0033220120923516602	0.009406146598568746
MTF1.0.SM.D_besthit	0.9352055477288634	0.9999999999999999
ZSCA1.0.SM.D_besthit	8.888873188537133e-07	3.5697148103766654e-06
ZN667.0.P.C_besthit	0.11430284812484523	0.23370643186580933
ZN621.0.P.C_besthit	0.08609644648292489	0.1796795404861041
HAND2.0.P.B_besthit	0.32430031155898775	0.5675255452282286
ZN708.0.P.B_besthit	0.13428937400502397	0.2707273779941283
ZN222.0.P.C_besthit	0.9430920265713626	0.9999999999999999
ZN335.1.P.D_besthit	0.4139024247117438	0.6930459204475711
ZN101.0.P.C_besthit	0.5583308712317434	0.891913658005701
ZN329.0.P.C_besthit	0.02423115555301448	0.05871395383999663
ZN573.0.P.C_besthit	0.9639805229232468	0.9999999999999999
ETV2.0.S.B_besthit	9.395603311992794e-30	1.973076695518487e-28
ETV3.0.SM.D_besthit	1.273128637120531e-15	1.0968492873653804e-14
EHF.0.P.B_besthit	3.405907624632657e-19	3.8146165395885756e-18
ETV1.1.PM.A_besthit	1.383088860925997e-26	2.4458834593217628e-25
ELF2.1.M.B_besthit	5.2373507439775546e-11	2.965870533668188e-10
ELF4.1.M.B_besthit	2.8240224771130734e-13	2.0188756432127503e-12
SPI1.1.S.B_besthit	0.002747047462020498	0.007911496690619035
ETV2.1.PM.A_besthit	1.1043647838318385e-07	4.757263684198689e-07
ETV6.1.P.B_besthit	8.515961809018628e-05	0.0002900030237665803
ELK3.0.PSM.A_besthit	4.300596132331234e-55	2.408333834105491e-53
ETS2.1.P.B_besthit	3.5265507290223804e-15	2.937820772607074e-14
ETV4.0.P.B_besthit	2.975545832201789e-11	1.7438082551508157e-10
ETV4.1.SM.B_besthit	1.1823802155745796e-12	7.89297521390183e-12
ETS1.0.S.B_besthit	1.6400939761539616e-37	5.166296024884979e-36
ETV1.0.PSM.A_besthit	2.811425029910196e-30	6.1606878916293e-29
ETV5.0.PS.A_besthit	2.3291409574769633e-40	7.573464790763804e-39
ETS2.0.S.C_besthit	5.003714054899534e-34	1.1729636668229605e-32
ELK1.0.PSM.A_besthit	1.811518374218981e-43	6.76300193041753e-42
ELK4.0.PSM.A_besthit	1.11499080134232e-56	7.024442048456617e-55
GABPA.0.PSM.A_besthit	1.2480173687180089e-55	7.400008868633842e-54
ELF4.0.PS.A_besthit	1.5199031325147758e-44	5.892547529134208e-43
ETV6.0.PS.A_besthit	6.441348795382234e-24	1.0145124352727018e-22
ELF1.0.PSM.A_besthit	1.0913883385948297e-46	4.78312802305908e-45
ELF2.0.PS.A_besthit	8.989668324607515e-30	1.9279969513200798e-28
E4F1.0.P.B_besthit	8.640182434779627e-10	4.354651947128932e-09
ETS1.1.P.B_besthit	2.1650133826769692e-23	3.3065658935430074e-22
ETV5.1.PM.A_besthit	7.274632298460564e-15	5.866263485478599e-14
FLI1.0.PSM.A_besthit	7.479884923797594e-27	1.396245185775551e-25
ZN257.0.P.B_besthit	0.5059370122746798	0.8278969291767487
ZN527.0.P.C_besthit	0.9107447506262157	0.9999999999999999
TBX1.0.S.D_besthit	2.656637902516408e-15	2.2503285762491927e-14
MZF1.0.P.B_besthit	0.10702443112284385	0.21971614373080775
RBAK.0.P.C_besthit	0.009795419484068507	0.025252641534376098
FLI1.1.P.B_besthit	2.1418569393492768e-09	1.0379768244538804e-08
ZN189.0.P.B_besthit	0.7798913324503085	0.9999999999999999
ZN578.0.P.C_besthit	0.030835492304519194	0.07262190710970876
ZNF76.1.SM.B_besthit	0.003649245748042905	0.01018958369536634
E2F3.1.SM.B_besthit	0.08070175074922856	0.17018277145444013
TYY1.0.PSM.A_besthit	1.561145885280125e-198	7.86817526181183e-196
GLI3.1.M.C_besthit	0.8282198407247768	0.9999999999999999
ESR1.0.P.B_besthit	0.999996974499489	0.9999999999999999
RARG.0.P.B_besthit	0.998543210582366	0.9999999999999999
THA.0.P.B_besthit	9.344179346145706e-74	8.562666164468065e-72
THB.0.P.B_besthit	2.541930736402101e-81	2.8469624247703535e-79
RXRA.3.P.B_besthit	0.1284742908477177	0.2600443477399587
COT1.1.PSM.A_besthit	0.9998588564725981	0.9999999999999999
RARA.1.P.B_besthit	0.011664399139491993	0.02946795572082188
SMAD4.0.P.B_besthit	0.34682631889798055	0.5976084264088279
SMAD5.0.M.D_besthit	0.07901101603992546	0.16731744573160684
ZN549.0.P.B_besthit	0.998511535053917	0.9999999999999999
ZN502.0.P.C_besthit	0.92299311406959	0.9999999999999999
ZN708.1.P.B_besthit	0.9247062475523619	0.9999999999999999
ZN782.0.P.C_besthit	0.8185555339752939	0.9999999999999999
NPAS2.0.M.D_besthit	0.005666874970745154	0.015232559921362973
ARNT2.1.P.B_besthit	0.0003180430617722558	0.0010145171084380818
HIF3A.1.P.C_besthit	0.6975993001860349	0.9999999999999999
NPAS3.0.P.C_besthit	0.9999999681946249	0.9999999999999999
HIF1A.0.P.B_besthit	0.9979044000924483	0.9999999999999999
ARNT.0.P.B_besthit	0.9994383923674203	0.9999999999999999
EPAS1.0.P.B_besthit	0.6867505699172884	0.9999999999999999
HIF1A.1.P.B_besthit	0.02653521870979011	0.06368452490349627
ARNT.1.P.B_besthit	0.6820221535248867	0.9999999999999999
HIF3A.0.P.C_besthit	0.5824861352200088	0.9182399913427584
BHE40.0.PSM.A_besthit	0.9999509961186596	0.9999999999999999
BHE40.1.S.C_besthit	0.956466160182127	0.9999999999999999
CLOCK.1.PS.A_besthit	0.6817633551445201	0.9999999999999999
MXI1.0.P.B_besthit	0.08234702944539145	0.17292876183532205
NPAS2.2.S.D_besthit	0.21774404284297633	0.4052633890168525
HEY1.0.S.D_besthit	0.14438337927280592	0.2864930045413157
HEY2.0.S.D_besthit	0.19904305911137135	0.3764266483757267
HES1.1.S.D_besthit	0.031041553752673607	0.07293679762865966
MYC.0.P.B_besthit	0.003008767274507762	0.008567337324022102
MYCN.0.PS.A_besthit	0.19295408132241942	0.3662857136967962
MAX.2.S.C_besthit	0.14416644551884542	0.2864930045413157
MAX.0.PS.A_besthit	0.003524417572904273	0.009871822931651824
MGAP.0.P.C_besthit	0.11250243460321059	0.2304927928456022
MNT.0.PS.A_besthit	0.004272053074404337	0.01176565436885129
SOLH2.0.S.D_besthit	0.09779828902704889	0.20118505171278628
SRBP1.1.S.C_besthit	0.4218487739856687	0.7051800400954462
SRBP2.0.S.B_besthit	0.29610376600565214	0.5274198869561784
CR3L1.0.PSM.A_besthit	0.8454139480066245	0.9999999999999999
CR3L4.1.S.D_besthit	0.6389383653233504	0.9787991979421538
CR3L4.0.M.D_besthit	0.9826928471699098	0.9999999999999999
XBP1.0.PS.A_besthit	0.9997332887691385	0.9999999999999999
ZN341.0.P.B_besthit	0.9998329019345534	0.9999999999999999
ZN713.0.SM.D_besthit	0.9453308518726555	0.9999999999999999
ZBTB2.0.SM.D_besthit	1.6218531982991814e-22	2.270594477618854e-21
PAX9.0.SM.D_besthit	0.6016406414003465	0.9402383977233322
GLI1.0.P.C_besthit	0.977878832252025	0.9999999999999999
TZAP.0.P.B_besthit	0.3289408922475448	0.5726639367625651
ZN316.0.P.C_besthit	0.553090411645404	0.886351565880075
MBNL2.0.S.D_besthit	0.18611313043411343	0.3566578621246888
ZN100.0.P.B_besthit	1.5338882943978263e-10	8.312684950284994e-10
PRD15.0.P.B_besthit	0.6777143655164111	0.9999999999999999
ZN789.0.P.C_besthit	5.2758616923641186e-05	0.0001840162140450876
ZSC31.1.SM.B_besthit	0.7869548225986609	0.9999999999999999
ZN701.1.P.B_besthit	0.0575400974001875	0.12775422506473347
ZKSC5.0.P.C_besthit	0.004730127996157544	0.01292132525779622
ZN480.0.P.C_besthit	2.195238065557244e-18	2.3540425213635126e-17
ZN671.0.P.C_besthit	0.0038388815963937358	0.010660034846184259
ZFP14.0.P.C_besthit	0.013854986791260552	0.03456887793463029
RFX3.2.S.B_besthit	0.19873325921675936	0.3764266483757267
ZN557.0.P.C_besthit	0.27357201392450947	0.49597228423724016
ZN684.0.P.C_besthit	6.57628532416549e-10	3.3649216277963524e-09
ZN707.0.P.B_besthit	0.2380349065708536	0.43944905828465286
SRBP2.1.P.B_besthit	0.8356102635499066	0.9999999999999999
ZN684.1.M.C_besthit	1.2626132593716746e-17	1.272714165446648e-16
ZN281.1.SM.B_besthit	3.5684408971737093e-17	3.393385305991603e-16
ZN444.0.S.D_besthit	4.514084557509983e-09	2.126260389705637e-08
ZN485.0.P.C_besthit	5.569193280540794e-09	2.598956864252371e-08
ZN701.0.P.B_besthit	2.130853356060547e-07	8.912448891738719e-07
ZN880.0.P.C_besthit	1.2286927861614637e-26	2.2116470150906347e-25
ZN681.0.P.C_besthit	0.029507161316107117	0.06998404378031994
ZN132.0.P.C_besthit	4.107052019295198e-23	6.17896781410382e-22
ZN467.0.P.C_besthit	9.897608195368111e-21	1.247098632616382e-19
ZN714.0.P.C_besthit	0.9966276860484549	0.9999999999999999
ZN483.0.P.C_besthit	1.5659436034590413e-12	1.0183684853462669e-11
ZN563.1.P.C_besthit	0.9742557016027606	0.9999999999999999
ZN121.0.P.B_besthit	0.35704083625720257	0.6141589811386692
ZN441.1.P.C_besthit	2.5462504475291643e-37	7.777637730634537e-36
VDR.0.PS.A_besthit	0.9998931040594495	0.9999999999999999
NR2C1.1.PM.A_besthit	0.9839553727540372	0.9999999999999999
NR2C2.1.PS.A_besthit	0.8356852111473926	0.9999999999999999
TF7L1.2.S.C_besthit	0.841241536547778	0.9999999999999999
HIC1.0.PSM.A_besthit	0.07709675319376257	0.16499687307709696
ZN331.0.P.B_besthit	0.07327446476546867	0.1581598725558724
ZN554.0.P.C_besthit	0.0005882957127750757	0.001819024780605142
ZN574.0.P.B_besthit	0.4700617845224625	0.7729564091331848
ZN143.0.P.B_besthit	6.496692571688491e-41	2.2581607283662067e-39
ZNF76.0.P.B_besthit	2.656104152282034e-35	7.045665751316553e-34
ZBT37.0.M.D_besthit	3.429945539623029e-18	3.601442816604181e-17
CR3L2.0.PS.A_besthit	0.17263120887105404	0.3346389587346586
BHE41.0.PSM.A_besthit	0.0002506123661185776	0.0008122741641399557
HES1.0.S.D_besthit	0.00032771243561457704	0.0010387865883631877
ATF1.1.P.B_besthit	1.4108392999369025e-34	3.468600034966824e-33
GMEB1.0.P.C_besthit	1.8683691517098582e-19	2.1401319374131105e-18
ZBED5.0.P.C_besthit	0.006410811463296298	0.01696088702100438
ZN793.0.P.B_besthit	0.5341913702504009	0.8646417435376421
PRDM5.1.P.B_besthit	0.029981618068830644	0.07094242021920491
GLI4.0.P.C_besthit	0.9952329078612221	0.9999999999999999
ZN304.0.P.C_besthit	0.9027981548961448	0.9999999999999999
ZN320.1.P.B_besthit	0.005834300562532704	0.015640890869768526
ZN431.0.P.C_besthit	3.454412016824483e-07	1.4270685708848684e-06
ZIC1.1.M.B_besthit	0.9999999967817337	0.9999999999999999
ZIC1.0.P.B_besthit	0.7460295398498883	0.9999999999999999
ZIC1.2.S.B_besthit	0.8171771319073202	0.9999999999999999
ZN787.1.S.D_besthit	0.24482238256890995	0.45115349475221433
ZBT7B.0.SM.D_besthit	0.9967109889661203	0.9999999999999999
ZBT7C.0.S.D_besthit	0.994133915013251	0.9999999999999999
ZN524.0.S.D_besthit	0.7673479127305959	0.9999999999999999
ZN616.0.P.C_besthit	0.9951896032919452	0.9999999999999999
E2F4.0.P.B_besthit	1.5447142754842324e-18	1.6924695540088114e-17
TFDP1.0.P.B_besthit	1.1035478212483563e-12	7.415841358788954e-12
E2F3.0.P.B_besthit	1.4715567686608033e-06	5.7942547766019135e-06
E2F1.0.P.B_besthit	9.976911084842153e-06	3.7525098408660036e-05
E2F4.1.P.B_besthit	3.4955290283026203e-08	1.5521996742418684e-07
E2F8.1.SM.B_besthit	1.2646431315238868e-14	1.0037482492725024e-13
