	p-value	FDR
TFCP2.0.SM.D_besthit	0.5918715160189696	0.9292935952447373
UBIP1.0.SM.D_besthit	0.7190437740763581	0.9999999999999999
TBX15.0.SM.D_besthit	0.055570037148128124	0.12392610054272821
TBX3.0.PSM.A_besthit	0.517306646187252	0.8437622966937701
SIX4.1.M.C_besthit	0.03053531430559804	0.07208336491813308
TBX18.0.M.D_besthit	0.6656940115492317	0.9999999999999999
ZNF18.0.P.B_besthit	0.27314397060278195	0.49597228423724016
TBX6.0.PSM.A_besthit	0.9978444156276344	0.9999999999999999
TBX2.0.SM.D_besthit	0.6275020808161651	0.9656825915460984
TBX21.0.PSM.A_besthit	0.9931378447850581	0.9999999999999999
REL.0.P.B_besthit	6.180260046111189e-14	4.755497806473342e-13
NFKB2.0.PSM.A_besthit	0.3025233100685562	0.5368723530794096
NFKB1.0.PS.A_besthit	0.010419941783306146	0.02665812517150405
RELB.0.P.B_besthit	0.6428555038658578	0.9833055355034668
TF65.0.P.B_besthit	0.17022738328293774	0.3306150334281334
ZN75D.0.P.B_besthit	0.9713778561574213	0.9999999999999999
SUH.0.P.B_besthit	0.34321676073762	0.5934176583593841
ZN550.0.P.C_besthit	0.85833321554894	0.9999999999999999
ZN580.0.SM.D_besthit	9.549885265951917e-07	3.819954106380767e-06
ZN580.1.SM.D_besthit	1.769775803614432e-07	7.472946316355698e-07
ZF69B.0.P.C_besthit	7.977386535400431e-13	5.507675087454544e-12
ZFP3.0.P.C_besthit	3.221357986352113e-06	1.2441106705911607e-05
ZNF77.0.P.C_besthit	0.9314895318418499	0.9999999999999999
ZN480.1.P.C_besthit	1.501569194246119e-11	9.229156998781023e-11
ZN254.0.P.C_besthit	0.05353056905361973	0.12017553141658949
ZN790.0.P.C_besthit	0.9569676663893173	0.9999999999999999
ZN875.0.P.C_besthit	0.2570988600865208	0.47119209266765993
ZN586.0.P.C_besthit	0.9247880942230239	0.9999999999999999
Z585B.0.P.C_besthit	0.9998497244307136	0.9999999999999999
ZN675.0.P.C_besthit	0.9990086540445992	0.9999999999999999
ZN529.0.P.B_besthit	0.0900812885614558	0.18606954686464638
ZN823.0.P.C_besthit	1.9472798022321045e-05	7.111804495108554e-05
RORG.0.M.C_besthit	0.99963419456569	0.9999999999999999
NR1D1.1.SM.B_besthit	0.29826886760147736	0.5302557646248487
NR1D2.1.SM.B_besthit	0.46831949424300495	0.7713497552237729
NR5A2.0.PSM.A_besthit	0.010941345068483006	0.027780543649951812
NR1H2.1.P.C_besthit	9.429557473320996e-23	1.3578562761582234e-21
NR1H3.0.P.B_besthit	1.5614495843774098e-09	7.640491170157423e-09
NR2C1.0.S.C_besthit	0.9943022951109866	0.9999999999999999
RARA.0.PSM.A_besthit	0.8023735754428946	0.9999999999999999
ESR1.1.P.B_besthit	0.3950483902565843	0.6659009655161153
ESR2.1.P.B_besthit	0.999871532990582	0.9999999999999999
RARG.1.PSM.A_besthit	0.9670377122937708	0.9999999999999999
RARA.2.P.B_besthit	0.6769033584887253	0.9999999999999999
RORB.0.SM.D_besthit	2.0369100452059653e-13	1.4986900186624915e-12
ERR3.0.PSM.A_besthit	2.9661901903248192e-25	4.9015077243400294e-24
ERR1.0.PSM.A_besthit	7.35519077043145e-13	5.113125721789587e-12
ERR2.0.PSM.A_besthit	2.350854389343991e-16	2.1348299319448135e-15
THA.1.PS.A_besthit	0.2100729597203772	0.3928637168796665
THB.1.PSM.A_besthit	0.9761463118493438	0.9999999999999999
NR2F6.1.PSM.A_besthit	0.5389468530058554	0.8678249645845084
RXRA.1.S.C_besthit	0.9999614698485799	0.9999999999999999
NR2F6.3.SM.B_besthit	0.27562054421092225	0.49878906385028654
NR2C2.0.SM.B_besthit	0.8485292670074883	0.9999999999999999
RARB.0.SM.B_besthit	0.30623883247881467	0.5415591984888513
VDR.1.PS.A_besthit	0.980946793456731	0.9999999999999999
RARG.2.SM.B_besthit	0.9408932625913375	0.9999999999999999
NR1H2.0.P.C_besthit	1.2145870581308764e-05	4.517726031719275e-05
RXRB.2.PS.A_besthit	0.999895011543637	0.9999999999999999
NR1H3.1.P.B_besthit	0.020167644914454354	0.04946225322085156
RXRA.0.PS.A_besthit	0.9887127160045618	0.9999999999999999
PPARD.0.PSM.A_besthit	0.9241701120039205	0.9999999999999999
RXRB.0.P.C_besthit	0.9906983840678266	0.9999999999999999
COT2.0.P.B_besthit	0.9999778610622945	0.9999999999999999
NR2F6.0.P.C_besthit	0.9946541364346387	0.9999999999999999
NR2F6.2.SM.B_besthit	0.9999954033703525	0.9999999999999999
RXRG.1.SM.B_besthit	0.9999998626646123	0.9999999999999999
THB.2.SM.B_besthit	0.9812559039823819	0.9999999999999999
RARA.3.P.B_besthit	0.8428338073465294	0.9999999999999999
RXRG.0.P.B_besthit	0.9264548678633482	0.9999999999999999
RXRG.2.P.B_besthit	0.9611609539704064	0.9999999999999999
RARB.1.P.B_besthit	0.9591744755936915	0.9999999999999999
COT1.0.PSM.A_besthit	0.9999989398717324	0.9999999999999999
COT2.1.P.B_besthit	0.9999994451151412	0.9999999999999999
ZN296.0.S.D_besthit	9.30514514698882e-10	4.666460849833199e-09
ZN768.1.P.B_besthit	0.3788941986610667	0.645144176098573
ZN140.0.P.B_besthit	0.9909349505356598	0.9999999999999999
ZN140.1.SM.B_besthit	0.9031287059746785	0.9999999999999999
LYL1.1.P.C_besthit	1.0368714098951646e-12	7.0145394709686305e-12
SPI1.0.P.B_besthit	3.7392711438499247e-16	3.3653440294649323e-15
IRF8.0.P.B_besthit	1.615309696177143e-10	8.707123923778396e-10
ETV7.0.SM.B_besthit	1.5959407406501515e-12	1.0312232478047133e-11
ERF.0.PS.A_besthit	2.0587441942342291e-22	2.8043434429568957e-21
ETV7.1.P.C_besthit	0.0001432894541771643	0.0004814525660352721
OSR1.0.SM.D_besthit	1.4895969763169229e-25	2.588816814012859e-24
TYY1.1.S.B_besthit	4.355268241898116e-94	7.316850646388836e-92
ZBT49.0.P.C_besthit	4.656679336052209e-05	0.0001635516644857361
PBX1.0.P.B_besthit	0.9990300708894331	0.9999999999999999
PBX3.0.P.B_besthit	0.9962007059766977	0.9999999999999999
PKNX1.0.P.B_besthit	0.7817044502240158	0.9999999999999999
NFYA.0.P.B_besthit	6.825155604013477e-05	0.00023560811126183508
NFYB.0.P.B_besthit	1.0123428318949848e-05	3.7934631024168946e-05
NFYC.0.P.B_besthit	8.6460322497169e-07	3.4860802030858542e-06
PBX1.1.P.B_besthit	0.9998478818219362	0.9999999999999999
PBX2.1.P.C_besthit	0.9889820329770734	0.9999999999999999
ZBT43.0.S.D_besthit	0.5913214757948941	0.9292935952447373
NFIX.1.S.D_besthit	0.12257980350267879	0.2501223520864377
NFIB.1.PS.A_besthit	0.9840399896693683	0.9999999999999999
NFIC.1.PSM.A_besthit	0.9978759255727185	0.9999999999999999
ZN337.0.P.C_besthit	0.1758184540214745	0.34016315096669153
GRHL1.0.PSM.A_besthit	1.9858175443928132e-07	8.340433686449816e-07
TF2L1.1.P.B_besthit	0.9999987079501825	0.9999999999999999
P53.0.P.B_besthit	0.012340635710510377	0.031020849865821598
P63.1.PS.A_besthit	0.005194852422796591	0.014038636038013306
ZN787.0.M.D_besthit	0.007101945814019412	0.018594185403978097
NKX25.1.P.B_besthit	7.162481876974616e-10	3.62803102110071e-09
TGIF1.1.S.B_besthit	0.06214684172017601	0.1364793386796022
PKNX1.2.SM.B_besthit	0.9518691364440893	0.9999999999999999
MEIS2.1.PSM.A_besthit	7.079642260395791e-05	0.00024355902383887225
PKNX2.1.SM.D_besthit	0.02220969588887136	0.05407578129464331
MEIS1.1.PS.A_besthit	0.8800313510927041	0.9999999999999999
PBX2.2.P.C_besthit	0.5291103800178826	0.8602310694484284
PKNX2.0.SM.D_besthit	0.0478629912600085	0.10841774200019903
PKNX1.3.SM.B_besthit	0.2639956884531423	0.48120733085129735
MEIS2.2.SM.B_besthit	1.338924457898352e-05	4.9618965204468344e-05
TGIF2.0.S.B_besthit	0.2821416913165755	0.508637253843779
PBX1.2.P.B_besthit	0.6580984000827267	0.9999999999999999
TGIF1.0.PSM.A_besthit	0.9999452895066085	0.9999999999999999
TGIF2.1.PSM.A_besthit	0.954134752990429	0.9999999999999999
SMAD2.0.P.B_besthit	0.9997100874070344	0.9999999999999999
SMAD3.2.P.C_besthit	0.00019274587239087495	0.0006391047347697432
SMAD4.1.P.B_besthit	0.8648281343814981	0.9999999999999999
ZN821.0.SM.D_besthit	0.9726925617669634	0.9999999999999999
SMAD3.0.S.B_besthit	0.9990247060886632	0.9999999999999999
SMAD2.1.P.B_besthit	0.20525740888659752	0.38600647044345204
SMAD3.1.P.B_besthit	0.01121607529439319	0.028406542454141547
ZN430.0.P.C_besthit	0.18651706200846238	0.3567536973520495
ZN547.0.P.B_besthit	1.0382602652353964e-06	4.136625878882528e-06
OSR2.0.PSM.A_besthit	0.8865061339110226	0.9999999999999999
ZBT44.0.P.C_besthit	2.6190724525891287e-45	1.100010430087434e-43
ZNF12.0.P.C_besthit	0.9935171063376042	0.9999999999999999
CREM.1.P.C_besthit	1.0121427371149211e-27	1.9619997673304625e-26
JUND.1.SM.B_besthit	0.0013549362379565502	0.004016987434882949
ATF4.1.S.B_besthit	0.9749548769047804	0.9999999999999999
NFIL3.1.S.B_besthit	0.9861942766084524	0.9999999999999999
ATF2.1.P.B_besthit	0.897361470911708	0.9999999999999999
ATF4.2.SM.B_besthit	0.00286365313903323	0.008200461261776978
JDP2.0.SM.D_besthit	0.999999941283903	0.9999999999999999
FOSB.2.M.C_besthit	0.7797523555798792	0.9999999999999999
ATF3.3.SM.B_besthit	0.6826407566859116	0.9999999999999999
CREB5.1.SM.B_besthit	0.7586153836167439	0.9999999999999999
ATF2.0.PSM.A_besthit	0.9405430850418377	0.9999999999999999
ATF7.0.PSM.A_besthit	0.9999314170809683	0.9999999999999999
ATF3.2.P.B_besthit	0.8915594049378218	0.9999999999999999
FOSB.1.M.C_besthit	3.760371044669152e-05	0.00013346669059952483
FOS.1.S.C_besthit	0.1620432012084198	0.3171641685788101
BATF3.2.SM.B_besthit	0.05101271465076754	0.11503538337354291
FOS.2.S.C_besthit	0.9164595847870498	0.9999999999999999
ZSC21.0.P.C_besthit	0.653541457664019	0.9966260050307583
MAFA.1.M.C_besthit	0.9994467027791655	0.9999999999999999
NRL.1.SM.D_besthit	0.9868847219740198	0.9999999999999999
MAFB.1.P.B_besthit	0.9980423999454492	0.9999999999999999
MAFK.1.P.B_besthit	0.08523274667914231	0.17824607604268763
MAFF.0.PSM.A_besthit	0.9962526262666981	0.9999999999999999
MAF.0.PM.A_besthit	0.14038091036354222	0.2813199953209753
MAFG.0.PSM.A_besthit	0.9992604070703749	0.9999999999999999
MAFK.0.PS.A_besthit	0.8965792993246768	0.9999999999999999
MAF.1.PSM.A_besthit	0.9999893838450195	0.9999999999999999
MAFB.0.PS.A_besthit	0.7209720178702083	0.9999999999999999
NRL.0.SM.D_besthit	0.9997864008814161	0.9999999999999999
MAFK.2.S.B_besthit	0.9993710721469634	0.9999999999999999
MAFA.0.PSM.A_besthit	0.999999457062084	0.9999999999999999
MAFF.1.PSM.A_besthit	0.9999983253136889	0.9999999999999999
MAFG.1.PSM.A_besthit	0.9999999999980212	0.9999999999999999
NR1D2.0.P.B_besthit	0.020125397093887828	0.04946225322085156
NR1D1.0.P.B_besthit	0.23503203275249526	0.43470144773305547
RORA.0.P.C_besthit	0.2937419531852349	0.5268538946809906
PPARA.0.P.B_besthit	1.954786389906109e-05	7.113446501896599e-05
PPARG.0.P.B_besthit	8.992945109016608e-11	5.008225784468917e-10
RXRA.2.SM.B_besthit	0.9999999899332774	0.9999999999999999
RXRB.1.SM.B_besthit	0.9999998720544842	0.9999999999999999
PPARA.1.P.B_besthit	0.5363269518335454	0.8660168428945992
PPARG.1.P.B_besthit	0.4813754387234367	0.7889860849320718
THA.2.S.B_besthit	0.8615856810848078	0.9999999999999999
THB.3.S.C_besthit	0.00015595369956664915	0.0005222635520371506
NR6A1.2.SM.B_besthit	0.13455851933886917	0.27072851795125774
NR6A1.0.P.C_besthit	0.031715107449265915	0.07434611234618616
NR6A1.1.P.C_besthit	0.07569612033128825	0.16269016907023146
RARG.3.S.B_besthit	0.006608179626686611	0.01743729074267043
NR4A1.0.PSM.A_besthit	0.43253522582522913	0.7206537316228612
NR4A2.0.SM.D_besthit	0.0002095560042711481	0.0006903021317167232
TFCP2.2.S.D_besthit	0.006054531331948714	0.01611903336465605
IRF3.1.SM.B_besthit	0.86686058863216	0.9999999999999999
IRF5.1.S.B_besthit	0.0004988636900196066	0.001552020368949887
IRF5.0.SM.B_besthit	0.9193617542477406	0.9999999999999999
IRF6.0.SM.D_besthit	0.8347564551922879	0.9999999999999999
IRF6.1.S.D_besthit	0.8684942944736384	0.9999999999999999
ZKSC1.0.P.B_besthit	0.0011966937726307417	0.0035688382331709695
ZN266.0.P.B_besthit	0.7359146140780586	0.9999999999999999
ZN510.1.P.C_besthit	1.576321412821253e-05	5.799021839867968e-05
ZN768.0.P.B_besthit	9.759919229974197e-05	0.000330134180664899
YBOX1.0.SM.D_besthit	0.9899174506039708	0.9999999999999999
Z324A.0.P.B_besthit	0.17822729091849582	0.34416304453226776
RUNX2.2.M.C_besthit	0.023882507285482097	0.05800859600907459
MYBB.0.S.D_besthit	0.87850796796966	0.9999999999999999
MYBB.1.S.D_besthit	0.9975752451665212	0.9999999999999999
NKX25.0.PSM.A_besthit	0.9983892935316351	0.9999999999999999
STAT3.0.P.B_besthit	6.235722286590218e-52	3.14280403244147e-50
HSF4.0.SM.D_besthit	1.1101608169837629e-40	3.7301403450654434e-39
HSF1.0.PSM.A_besthit	3.6572062693614134e-36	1.0240177554211958e-34
HSF2.0.PSM.A_besthit	1.966259156546001e-21	2.6078805655241698e-20
HSF1.1.P.B_besthit	2.9833683041246027e-12	1.867847981712795e-11
ZBT26.0.PSM.A_besthit	1.6206186936345705e-09	7.89170842117704e-09
IRX3.0.M.D_besthit	5.676325816998488e-05	0.00019730125598394746
CEBPG.1.SM.B_besthit	0.3984058621777649	0.6693218484586451
CEBPB.1.SM.B_besthit	1.4148368913318522e-09	6.956856519329303e-09
CEBPD.1.SM.B_besthit	1.6783590419367495e-05	6.151948779171795e-05
SOX10.2.S.C_besthit	0.03494703392686425	0.08154307916268325
ZSA5A.0.SM.D_besthit	8.510195119125241e-08	3.6975330517578635e-07
ZN250.1.M.C_besthit	3.6988334707379333e-35	9.560061893599581e-34
TAL1.1.P.B_besthit	0.5996519838387707	0.9394539580912556
ZKSC8.1.P.B_besthit	0.9915430285832639	0.9999999999999999
TWST1.1.P.B_besthit	0.0035256510470185087	0.009871822931651824
MUSC.0.SM.D_besthit	0.6491225964391409	0.9913872381979607
TCF21.1.SM.B_besthit	0.9967939729311079	0.9999999999999999
BHA15.1.SM.B_besthit	0.9999974855304952	0.9999999999999999
OLIG2.2.SM.B_besthit	0.9986773118789262	0.9999999999999999
OLIG1.0.S.D_besthit	0.6252739965274242	0.9637250588679566
MGAP.1.S.B_besthit	0.7395016623556891	0.9999999999999999
PAX8.0.PSM.A_besthit	0.9611831705349904	0.9999999999999999
NF2L2.0.P.B_besthit	0.0034625636704948364	0.009749341284521774
NF2L1.0.P.B_besthit	5.406069222862056e-13	3.784248456003439e-12
NF2L2.1.P.B_besthit	6.136895413297912e-07	2.494351038953345e-06
NFE2.0.P.B_besthit	0.0003144116045173427	0.0010061171344554966
BACH1.0.P.B_besthit	0.3666774571079326	0.6285899264707415
BACH2.0.P.B_besthit	0.953513322740225	0.9999999999999999
JUN.0.P.B_besthit	2.394966509618419e-12	1.508828901059604e-11
JUND.0.PM.A_besthit	8.816633474375353e-21	1.1249577901481464e-19
ATF3.0.P.B_besthit	0.00010732342369702759	0.00036181274610904286
BATF.1.P.B_besthit	1.9142441229133902e-13	1.4187927028652187e-12
FOS.0.P.B_besthit	3.743352501500691e-15	3.092868296321882e-14
FOSL1.0.P.B_besthit	1.2737866212866676e-22	1.8084181890943114e-21
FOSL2.0.P.B_besthit	6.113459630388034e-20	7.424538924615829e-19
FOSB.0.P.B_besthit	5.9448507579742575e-12	3.6990182494062044e-11
JUNB.0.PM.A_besthit	2.64555691222353e-13	1.9048009768009417e-12
BACH2.1.SM.B_besthit	2.3454687960425966e-11	1.3907250273005513e-10
NFE2.1.SM.B_besthit	3.1256462181907624e-21	4.091755049267907e-20
PAX3.0.PS.A_besthit	0.7532286627079804	0.9999999999999999
PAX7.0.P.B_besthit	0.3915891370395369	0.6633980674552155
ZFP90.0.P.C_besthit	0.24745501854524465	0.4551727348423479
ZFP90.1.P.C_besthit	0.0512912551890991	0.11540532417547297
ZFP1.0.PSM.A_besthit	4.604779737247201e-06	1.7648737548080526e-05
ZN239.0.P.C_besthit	1.0578517711000208e-27	2.011914311827964e-26
TEAD3.0.PS.A_besthit	3.794754504670253e-05	0.0001342144751125479
TEAD4.1.P.B_besthit	0.0076928194988575985	0.020037111252838396
TEAD4.0.PS.A_besthit	0.0009511183293225668	0.0028790608887602023
TEAD1.0.PSM.A_besthit	0.002823881507330254	0.008109608431307397
TEAD2.0.PSM.A_besthit	0.000721477975599414	0.002203787270921846
SIX2.1.M.C_besthit	1.4266031019539535e-12	9.398796906990753e-12
SIX1.1.SM.B_besthit	2.1610535886709554e-05	7.835762652447204e-05
SIX2.2.SM.B_besthit	0.0014802085198988373	0.004350000548274134
OSR2.1.M.C_besthit	0.6846615275831102	0.9999999999999999
FOXJ2.0.PSM.A_besthit	0.996680999934897	0.9999999999999999
ZNF12.1.M.C_besthit	0.009421374584210789	0.024413227714355976
ZN302.0.P.B_besthit	0.9876775311236713	0.9999999999999999
ZNF41.1.P.C_besthit	0.988650006092588	0.9999999999999999
ZN484.0.P.C_besthit	0.0011665443494066159	0.003489248380420976
ZN317.1.P.B_besthit	0.05930628484557674	0.13109810334285385
ZNF41.0.P.C_besthit	6.77060244523728e-10	3.446852153938979e-09
IRF7.0.S.D_besthit	0.6149611464618447	0.9521979041989853
IRF7.1.SM.D_besthit	0.9948807874663158	0.9999999999999999
IRF2.0.PSM.A_besthit	0.9998651478411223	0.9999999999999999
IRF8.2.SM.B_besthit	0.07868828237593342	0.16731744573160684
IRF8.1.SM.B_besthit	0.055789710914808596	0.12414134349255422
PRDM1.0.S.B_besthit	0.4316329526980154	0.7203410866218535
PRDM1.1.PS.A_besthit	0.04644697575674937	0.10592432480272256
IRF3.0.PS.A_besthit	0.0002756935140935294	0.0008850288605295465
IRF1.0.P.B_besthit	0.0010546015744565442	0.0031732489165737215
IRF9.0.PSM.A_besthit	0.0006198285284709596	0.0019106640877636918
STAT1.1.P.B_besthit	0.8911677742181273	0.9999999999999999
STAT2.0.P.B_besthit	0.9073182018756506	0.9999999999999999
ZN197.0.P.C_besthit	0.5492056015030599	0.8815274622851661
ZN680.0.P.B_besthit	0.08455609513654455	0.1771986359618231
NFAC2.1.PS.A_besthit	0.04930050352476014	0.11142355953578077
NFAC3.1.P.C_besthit	0.009049436550467367	0.023509876399152335
NFAC4.0.P.D_besthit	0.9999800966048562	0.9999999999999999
NFAC1.0.P.B_besthit	1.280631050177074e-10	7.092725816365333e-10
NFAC2.0.P.B_besthit	0.20981879806543327	0.3928637168796665
ZNF7.0.P.B_besthit	0.0004898545289531855	0.0015287101089313032
ZN384.0.PSM.A_besthit	0.06706902532715889	0.1466498427977791
ZN362.0.P.C_besthit	3.124582312419719e-31	7.158134024816084e-30
ZN613.0.P.C_besthit	0.07636803317757647	0.16378505838935548
Z585A.0.P.C_besthit	0.20207906415208873	0.3807396199351504
ZN492.0.P.C_besthit	0.18742772743302855	0.35781657055396354
ZFP82.0.P.C_besthit	3.584269016246755e-18	3.724683678738896e-17
ZN184.0.P.B_besthit	1.1899475227271046e-06	4.722311428775281e-06
ZFP37.0.P.C_besthit	4.8091091289878e-06	1.8294052089603804e-05
ZFP28.0.P.B_besthit	1.5513132349684552e-12	1.0154050265248069e-11
ZNF34.0.P.C_besthit	0.9945782202456656	0.9999999999999999
Z280A.0.P.B_besthit	3.061348134872819e-11	1.783721919047284e-10
ZN418.0.P.B_besthit	0.0014580600137708653	0.004297440040587813
NFAC1.3.SM.B_besthit	0.9848061084233332	0.9999999999999999
NFAT5.0.SM.B_besthit	0.9674952690816535	0.9999999999999999
NFAC2.3.M.C_besthit	0.9999436094738529	0.9999999999999999
NFAC4.1.SM.D_besthit	0.8921308155483464	0.9999999999999999
NFAT5.1.PS.A_besthit	0.0128570423641711	0.03223855398777231
NFAC2.4.M.B_besthit	0.9975871251332636	0.9999999999999999
NFAC1.1.PS.A_besthit	0.28055354724994797	0.5068064079353899
NFAC3.0.SM.B_besthit	0.047354797616008845	0.10756023504106822
NFAC1.2.SM.B_besthit	0.3255604118030469	0.5677593340786701
NFAC2.2.S.C_besthit	0.14344122773323198	0.28631437139623334
ZN771.0.SM.D_besthit	0.9375763877489154	0.9999999999999999
RHXF1.0.SM.D_besthit	0.900845966668579	0.9999999999999999
PITX2.0.SM.D_besthit	0.9894405535503702	0.9999999999999999
PITX3.0.SM.D_besthit	0.9928654814743876	0.9999999999999999
GSC.0.SM.D_besthit	0.9999905243859958	0.9999999999999999
PITX1.0.PSM.A_besthit	0.8312658100585573	0.9999999999999999
PITX3.1.S.D_besthit	0.8928101050244404	0.9999999999999999
LHX6.0.P.B_besthit	1.5186686561843887e-08	6.958263661063018e-08
ZSC23.0.M.D_besthit	0.18104831592443468	0.3482761497172331
LHX6.2.M.C_besthit	0.9999999646760023	0.9999999999999999
LBX2.2.M.D_besthit	0.9995127693150072	0.9999999999999999
HXC8.0.SM.D_besthit	0.930703487963361	0.9999999999999999
HXB4.1.PSM.A_besthit	0.9999978923231774	0.9999999999999999
PO6F1.0.SM.D_besthit	0.047377722577613385	0.10756023504106822
PAX7.1.S.B_besthit	0.9986740260370985	0.9999999999999999
PAX7.2.PM.A_besthit	0.9555198732583943	0.9999999999999999
DLX5.0.PSM.A_besthit	0.9999678795085282	0.9999999999999999
HESX1.1.S.D_besthit	0.08712485877519549	0.18070341079299806
MSX2.1.SM.D_besthit	0.9999994615497764	0.9999999999999999
MSX1.1.S.D_besthit	0.9173776724070509	0.9999999999999999
HESX1.0.SM.D_besthit	0.8465050098892604	0.9999999999999999
LMX1A.0.SM.D_besthit	0.9999907786309162	0.9999999999999999
ALX3.1.S.D_besthit	0.9999997189659801	0.9999999999999999
PRRX2.1.S.D_besthit	0.8954980855995063	0.9999999999999999
PRRX1.1.S.D_besthit	0.9006659833667635	0.9999999999999999
VSX1.1.SM.D_besthit	0.9999965302756384	0.9999999999999999
PO3F2.1.S.B_besthit	0.9997849254314306	0.9999999999999999
PO3F3.2.S.B_besthit	0.9999999627809635	0.9999999999999999
LHX6.1.S.B_besthit	0.6002066954471911	0.9394539580912556
HME2.0.SM.D_besthit	0.9999999324127449	0.9999999999999999
PRRX1.0.S.D_besthit	0.9998928079595265	0.9999999999999999
PRRX2.0.SM.D_besthit	0.9999999999998725	0.9999999999999999
ARX.1.SM.D_besthit	0.9999999999802989	0.9999999999999999
ALX3.0.SM.D_besthit	0.9999999999988658	0.9999999999999999
ALX4.1.SM.D_besthit	0.9999999966622578	0.9999999999999999
MSX2.0.SM.D_besthit	0.9999999997878964	0.9999999999999999
VSX1.0.SM.D_besthit	0.9999999981484651	0.9999999999999999
MSX1.0.SM.D_besthit	0.999999615490443	0.9999999999999999
HME1.0.PSM.A_besthit	0.9999999993327835	0.9999999999999999
LBX2.0.S.D_besthit	0.9999893786212347	0.9999999999999999
LBX2.1.S.D_besthit	0.9999999159148525	0.9999999999999999
HXC4.0.SM.D_besthit	0.9999982154704756	0.9999999999999999
HXA4.0.SM.D_besthit	0.9999999989293182	0.9999999999999999
HXD4.0.SM.D_besthit	0.9999999972028393	0.9999999999999999
HXA6.0.SM.D_besthit	0.9999999999999999	0.9999999999999999
HXD8.0.SM.D_besthit	0.9999999999434456	0.9999999999999999
HXA7.0.SM.D_besthit	0.99999999999422	0.9999999999999999
HXA5.0.SM.D_besthit	0.9999999999519796	0.9999999999999999
HXB5.0.SM.D_besthit	0.9999999999999991	0.9999999999999999
MEOX2.0.SM.D_besthit	0.999999999997463	0.9999999999999999
MEOX1.0.SM.D_besthit	0.9999999999082693	0.9999999999999999
HXA2.0.SM.D_besthit	0.9999999957654258	0.9999999999999999
VAX2.0.SM.D_besthit	0.9999992409707804	0.9999999999999999
HXB2.0.SM.D_besthit	0.9999999999990886	0.9999999999999999
EMX2.0.S.D_besthit	0.9999977003932325	0.9999999999999999
HXD3.0.SM.D_besthit	0.9999999511166221	0.9999999999999999
HXB7.1.SM.B_besthit	0.07225433320114827	0.15629263490720482
PO3F1.2.S.C_besthit	0.999999839315057	0.9999999999999999
HXB3.0.S.D_besthit	0.984765232331666	0.9999999999999999
PRGR.0.P.B_besthit	1.5517437575078915e-34	3.72418501801894e-33
MCR.0.S.D_besthit	7.555144590752579e-59	5.077057164985733e-57
ANDR.0.P.B_besthit	1.1231615112517065e-66	8.70882156416708e-65
