	p-value	FDR
FOXO6.0.S.D_besthit	0.0024768867600253055	0.020134692371818613
FOXO1.0.PS.A_besthit	0.9980306799865741	1.0
FOXP1.0.PS.A_besthit	0.9977652948658199	1.0
FOXP2.0.P.B_besthit	0.9531681310003659	1.0
FOXK2.0.P.B_besthit	0.9999999909231251	1.0
FOXK1.0.PS.A_besthit	0.9999995466382741	1.0
FOXO3.0.PS.A_besthit	0.6991920403812877	1.0
HOMEZ.0.S.D_besthit	0.00891160017435098	0.06028787232044153
CUX1.0.PM.A_besthit	0.4884703798330666	1.0
CUX1.1.S.B_besthit	0.7735139920483011	1.0
P53.1.S.C_besthit	0.18533123716448	0.6441858174544685
IRX3.1.S.D_besthit	0.99996352714686	1.0
IRX1.0.S.D_besthit	0.9308476962387638	1.0
IRX5.1.SM.D_besthit	0.9999999430163331	1.0
TEAD1.2.S.C_besthit	0.2578479655531764	0.8303857804396224
TEAD1.1.P.C_besthit	0.9999790181867535	1.0
TEAD3.1.S.B_besthit	0.6792388643797199	1.0
TF7L1.0.PM.A_besthit	0.9999945955690128	1.0
TF7L2.0.P.B_besthit	0.9998661509039813	1.0
LEF1.0.PSM.A_besthit	0.9999558262015633	1.0
TCF7.0.PSM.A_besthit	0.999999990234523	1.0
TWST1.0.P.B_besthit	2.031284111313092e-06	3.302474813231608e-05
ZKSC8.0.P.B_besthit	0.18385620036498926	0.6434967012774624
ZN490.0.P.C_besthit	0.6734069248383607	1.0
ZN75D.1.P.B_besthit	0.6912918772897644	1.0
PRDM4.0.PSM.A_besthit	0.2950280377246474	0.9094442263805644
ZN766.1.P.B_besthit	0.9996121701122589	1.0
HMBX1.0.PSM.A_besthit	0.8995035515803622	1.0
ZN251.0.P.C_besthit	0.0249949119413824	0.13792204240343148
BATF3.1.P.B_besthit	0.3212938988335326	0.957596455077348
BATF.0.P.B_besthit	0.4629656703976693	1.0
BATF3.0.P.B_besthit	0.09823973351571635	0.39929698138646
ZNF3.0.P.B_besthit	0.9044699584367112	1.0
ZN274.1.P.B_besthit	0.9799130550507814	1.0
ZN274.2.P.B_besthit	0.012218675514188763	0.07786242756694331
ZN33B.0.P.C_besthit	3.7811155053702604e-07	6.929753508024041e-06
ZNF24.0.P.B_besthit	0.26625917484008865	0.8520293594882837
SOX2.2.S.B_besthit	1.905339475340128e-06	3.148495395316146e-05
SOX2.3.S.B_besthit	2.47109511499904e-10	8.302879586396775e-09
SOX17.2.S.C_besthit	0.000278732864697586	0.0027935071358010178
SOX18.0.SM.D_besthit	0.9567284962601874	1.0
SOX3.1.S.C_besthit	0.30855851933124906	0.9417620709832754
ZN440.0.P.C_besthit	0.0033825630205802457	0.026637683787069436
ZNF85.0.P.B_besthit	0.37571067098301314	1.0
ZNF85.1.P.B_besthit	0.9846310718971522	1.0
ZN112.0.P.C_besthit	0.18467860723325527	0.644138533187271
ZN410.0.SM.D_besthit	8.757317208414345e-05	0.0009808195273424067
ZN614.0.P.C_besthit	0.5113206277283446	1.0
ZN433.0.P.C_besthit	0.9924403525660641	1.0
ZN433.1.P.C_besthit	0.48818706548167506	1.0
ZN214.0.P.B_besthit	0.09154114017203158	0.38447278872253265
ZN627.0.P.C_besthit	0.5789130106663688	1.0
ZN317.0.P.B_besthit	0.2717194436626404	0.8559162475373173
ZNF23.0.P.C_besthit	0.9520583502175338	1.0
ZBT16.0.P.B_besthit	0.027638658539792457	0.14898271555139464
ZNF26.1.P.B_besthit	0.08059318502715229	0.3427760780901667
ZN677.0.P.C_besthit	0.14420380690028392	0.5373762382158809
ZIK1.0.P.C_besthit	0.003250543942104942	0.025799592863321116
ZFP69.0.P.C_besthit	0.012177002636868705	0.07786242756694331
ZNF12.2.S.C_besthit	0.6751898528911968	1.0
LEF1.1.P.B_besthit	0.999729656830912	1.0
TF7L1.1.P.C_besthit	0.8804291353290001	1.0
SOX17.1.P.B_besthit	0.9874018948811849	1.0
SOX2.1.P.B_besthit	0.033133948358856136	0.17040316298840297
DMRTA.0.SM.D_besthit	0.999971507859085	1.0
FOXJ2.1.SM.B_besthit	0.0022791778740650272	0.018831240139815963
FOXD2.0.S.D_besthit	0.15438265356935438	0.5627124604235598
FOXD3.1.S.B_besthit	0.9996259945545652	1.0
FOXC1.0.S.D_besthit	0.9164083136136342	1.0
FOXC1.1.S.D_besthit	0.9876023151978371	1.0
ZNF35.1.P.C_besthit	0.09242669556746119	0.3865813656929497
FOXJ2.2.S.B_besthit	0.990219784352328	1.0
FOXL1.0.S.D_besthit	5.176240513586144e-05	0.0006362988338652235
FOXD2.1.SM.D_besthit	0.3662158016512047	1.0
FOXF1.0.P.C_besthit	0.013893535099350924	0.0848768689705802
FOXL2.0.PSM.A_besthit	1.6631163756637483e-08	4.191053266672646e-07
FOXC2.0.SM.D_besthit	0.975910146549011	1.0
ANDR.2.P.B_besthit	3.151910578587666e-09	8.586826657341532e-08
FOXD3.0.P.C_besthit	0.17883996179368755	0.6325287069755686
ZBT20.0.SM.D_besthit	7.030751443278541e-12	2.6248138721573223e-10
PO3F3.0.P.C_besthit	5.636674327156593e-05	0.0006764009192587911
PO3F1.0.P.B_besthit	2.3821433609126948e-05	0.00030784621894871747
PO3F3.1.P.C_besthit	0.9048086889535822	1.0
PO3F1.1.PS.A_besthit	0.3667128196704908	1.0
PO3F2.0.P.B_besthit	0.9998077643216017	1.0
PO2F1.0.PS.A_besthit	9.887260324606286e-46	3.3221194690677122e-43
MEF2B.0.PS.A_besthit	1.594958927262073e-05	0.00021436247982402261
MEF2D.0.PS.A_besthit	1.1623308796774637e-86	1.1716295267148834e-83
MEF2A.0.P.B_besthit	2.9079581634704687e-27	4.187459755397475e-25
MEF2C.0.P.B_besthit	3.98242474991175e-15	2.23015785995058e-13
MYNN.0.P.B_besthit	0.7225092538038113	1.0
ZN133.0.P.B_besthit	1.3391750661620814e-09	3.970260196151112e-08
ZN558.0.P.B_besthit	0.006747330856253375	0.048236237610662425
ZNF26.0.P.B_besthit	0.7788217138900488	1.0
ZBT40.0.P.B_besthit	9.309010620726415e-05	0.0010311519456804644
ZN160.0.P.C_besthit	0.8352400807071636	1.0
HMGA1.0.P.B_besthit	1.4730444654892362e-14	7.424144106065751e-13
ZN791.0.P.C_besthit	0.9931326664910246	1.0
ZN879.0.P.C_besthit	0.12466396303605413	0.47779952372753826
Z354A.0.P.B_besthit	0.6270977843302157	1.0
ZNF79.0.P.C_besthit	0.9174776560431804	1.0
ZNF74.0.P.C_besthit	0.07239730751350534	0.3118653246735615
OZF.0.P.B_besthit	0.7675021672468134	1.0
ZN260.0.P.C_besthit	0.005138017304362818	0.03780380615180818
ZN350.0.P.B_besthit	0.5461322088874395	1.0
CPEB1.1.S.D_besthit	0.0008408119918338094	0.0077755824565915585
ZN510.0.P.C_besthit	0.9110995331489512	1.0
ZN570.0.P.C_besthit	0.9762062661025627	1.0
ZNF35.0.P.C_besthit	0.3123528237982728	0.9472162558707148
ZN766.0.P.B_besthit	0.04664406906508234	0.222462107766211
ZN250.0.P.C_besthit	0.13127697579545217	0.4993478928370407
ZN649.0.P.C_besthit	4.9470716484273894e-05	0.0006156355829154084
ZN432.0.P.C_besthit	0.8590337177284243	1.0
ZN615.0.P.C_besthit	0.11336585918995039	0.44637807056042966
ZN595.0.P.C_besthit	0.8821026751779002	1.0
ZN562.0.P.C_besthit	0.09932153910425452	0.40074218217223173
ZN136.0.P.B_besthit	0.05553046437957912	0.2532792221475826
ZN584.0.P.B_besthit	0.953374056032226	1.0
ZN584.1.P.C_besthit	0.005769284216185843	0.041636442939491196
ZBT26.1.SM.B_besthit	0.9278466892127141	1.0
ZNF81.0.P.C_besthit	0.050794923454055514	0.23925833103592503
CUX1.2.P.C_besthit	0.43573300421402755	1.0
ZN248.0.P.B_besthit	0.9851223047915798	1.0
IRX3.2.S.D_besthit	0.9953123798478545	1.0
ZN211.0.P.B_besthit	0.007655174452457594	0.05358622116720316
ZN211.1.P.C_besthit	0.0012699407106388993	0.011131306402817483
ZN652.0.PS.A_besthit	0.09747731080051114	0.3987161665759477
SRF.0.PSM.A_besthit	2.909265896290063e-15	1.7250235432119903e-13
MEF2B.1.SM.B_besthit	0.9331149488814373	1.0
MEF2C.1.SM.B_besthit	0.9999754769780971	1.0
MEF2D.1.M.C_besthit	0.999581587452735	1.0
HXB7.0.P.C_besthit	0.01350755432481522	0.08302204121593744
HXB4.0.P.B_besthit	0.0036002868495964126	0.027916070341486028
MEIS1.0.P.B_besthit	0.9993690827819537	1.0
MEIS2.0.P.C_besthit	0.8260838846845074	1.0
ARX.0.S.D_besthit	0.9999998648891324	1.0
ALX1.0.SM.D_besthit	0.46205501252753933	1.0
ALX4.0.S.D_besthit	0.9999999685190726	1.0
PAX3.2.P.C_besthit	0.4655226959966089	1.0
PAX3.3.S.B_besthit	0.9929919460708359	1.0
PO3F1.3.M.C_besthit	0.9468546011468798	1.0
PO3F2.2.SM.B_besthit	0.010516249317224245	0.06928352491347739
PITX1.1.S.B_besthit	1.8007489085555775e-06	3.0252581663733703e-05
HXC9.0.P.B_besthit	0.11913929357311429	0.46189387662191994
HXA9.0.P.B_besthit	0.9969827607405246	1.0
HXC10.0.P.B_besthit	0.9794589735732362	1.0
HXB8.0.PSM.A_besthit	0.6272390324186861	1.0
PO4F1.1.SM.D_besthit	0.9609502226566047	1.0
PO4F1.0.S.D_besthit	0.05693294019882351	0.2585063230649284
SP9.0.P.B_besthit	0.24819830210900043	0.8122853523567286
BARX2.0.SM.D_besthit	0.935734984849942	1.0
ZFP91.0.P.C_besthit	0.0001432980328878921	0.001504629345322867
CPEB1.0.S.D_besthit	0.022327729373577663	0.1257338056344485
TBP.0.P.B_besthit	6.023792762968355e-70	3.035991552536051e-67
HXA9.2.P.B_besthit	0.9970827698776636	1.0
HXA13.0.P.B_besthit	0.47026468604028265	1.0
HXB13.0.PS.A_besthit	0.9976320590980792	1.0
ARI1A.0.P.C_besthit	0.999964713732949	1.0
HXA11.0.PS.A_besthit	0.11801269893038105	0.46057694576144476
ZN667.1.P.C_besthit	0.9780554010266602	1.0
ZN274.0.SM.B_besthit	0.9576125309884942	1.0
STAT1.0.P.B_besthit	0.12277582909366513	0.4741687192582929
STAT4.0.P.B_besthit	1.3074423063429907e-07	2.6895956016198664e-06
STA5A.0.P.B_besthit	0.9992677809854921	1.0
STA5B.0.P.B_besthit	0.9681105625235495	1.0
BCL6.0.PSM.A_besthit	0.9036310253120866	1.0
BCL6B.0.PSM.A_besthit	2.2410514416866273e-06	3.585074641494555e-05
STAT6.0.P.B_besthit	0.992514772458955	1.0
GRHL1.1.PS.A_besthit	0.39906997375890935	1.0
ZN454.0.P.B_besthit	0.9237252796109077	1.0
ZN736.0.P.C_besthit	0.9861599259407122	1.0
ZN154.0.P.C_besthit	0.7469174293399298	1.0
ZSC16.0.PSM.A_besthit	0.029470826612965708	0.1571777419358171
RORG.1.PS.A_besthit	0.19280457089366862	0.6633003667604709
ZN224.0.P.B_besthit	0.046477246052508275	0.222462107766211
MTF1.0.SM.D_besthit	0.8635696750935933	1.0
ZSCA1.0.SM.D_besthit	0.046787665522258666	0.222462107766211
ZN667.0.P.C_besthit	0.7944675470907832	1.0
ZN621.0.P.C_besthit	0.09481479038732778	0.39330579716224856
HAND2.0.P.B_besthit	0.34488466881662205	1.0
ZN708.0.P.B_besthit	0.5828806178091233	1.0
ZN222.0.P.C_besthit	0.6300533830853999	1.0
ZN335.1.P.D_besthit	0.20767507140135422	0.7048366059682325
ZN101.0.P.C_besthit	0.2564610867300263	0.8303857804396224
ZN329.0.P.C_besthit	0.1813457877097993	0.6391487902499221
ZN573.0.P.C_besthit	0.8935176617312938	1.0
ETV2.0.S.B_besthit	0.0744142393265873	0.31918958826042554
ETV3.0.SM.D_besthit	0.9999745885042435	1.0
EHF.0.P.B_besthit	0.01834971638653488	0.10509383021379068
ETV1.1.PM.A_besthit	4.91944487295296e-06	7.186667292661716e-05
ELF2.1.M.B_besthit	0.9999999999980395	1.0
ELF4.1.M.B_besthit	0.9999921594620615	1.0
SPI1.1.S.B_besthit	0.18273754314562465	0.6418099076334134
ETV2.1.PM.A_besthit	0.8824934207972398	1.0
ETV6.1.P.B_besthit	0.999866951156488	1.0
ELK3.0.PSM.A_besthit	0.9989576525251459	1.0
ETS2.1.P.B_besthit	4.436309409114544e-05	0.0005589749855484325
ETV4.0.P.B_besthit	0.9992801997732063	1.0
ETV4.1.SM.B_besthit	0.9999974871104707	1.0
ETS1.0.S.B_besthit	0.9999925827459674	1.0
ETV1.0.PSM.A_besthit	0.9999999796352643	1.0
ETV5.0.PS.A_besthit	0.9983314077598711	1.0
ETS2.0.S.C_besthit	0.3239488007751743	0.957596455077348
ELK1.0.PSM.A_besthit	0.9999961231501571	1.0
ELK4.0.PSM.A_besthit	0.7606343689703277	1.0
GABPA.0.PSM.A_besthit	0.8545575150137797	1.0
ELF4.0.PS.A_besthit	0.8180543245682954	1.0
ETV6.0.PS.A_besthit	0.9972913421656204	1.0
ELF1.0.PSM.A_besthit	0.7349127092109222	1.0
ELF2.0.PS.A_besthit	0.9998805610007816	1.0
E4F1.0.P.B_besthit	0.5562103915497257	1.0
ETS1.1.P.B_besthit	0.05315987851331011	0.2446810846640027
ETV5.1.PM.A_besthit	0.9786035200402441	1.0
FLI1.0.PSM.A_besthit	0.4122869125097073	1.0
ZN257.0.P.B_besthit	0.5854424658424086	1.0
ZN527.0.P.C_besthit	0.8881149339221551	1.0
TBX1.0.S.D_besthit	2.336972680641063e-06	3.6241053262864484e-05
MZF1.0.P.B_besthit	0.8302646770741715	1.0
RBAK.0.P.C_besthit	0.44888505979527	1.0
FLI1.1.P.B_besthit	0.9208945265861461	1.0
ZN189.0.P.B_besthit	0.0794218125452196	0.33922536883720916
ZN578.0.P.C_besthit	0.008907943882261979	0.06028787232044153
ZNF76.1.SM.B_besthit	0.5058149029319398	1.0
E2F3.1.SM.B_besthit	0.8806148279779535	1.0
TYY1.0.PSM.A_besthit	5.500541452900588e-25	6.896044590996304e-23
GLI3.1.M.C_besthit	0.49895253721939303	1.0
ESR1.0.P.B_besthit	0.9999999890129754	1.0
RARG.0.P.B_besthit	0.9999999413762496	1.0
THA.0.P.B_besthit	4.13893200550305e-38	8.344086923094149e-36
THB.0.P.B_besthit	9.212783344095987e-41	2.3216214027121887e-38
RXRA.3.P.B_besthit	0.37288195152951303	1.0
COT1.1.PSM.A_besthit	0.9998619181195735	1.0
RARA.1.P.B_besthit	0.3957764190744833	1.0
SMAD4.0.P.B_besthit	0.34590632582175307	1.0
SMAD5.0.M.D_besthit	0.039393699737495326	0.19561009524825265
ZN549.0.P.B_besthit	0.9986314213114924	1.0
ZN502.0.P.C_besthit	0.5994118965783233	1.0
ZN708.1.P.B_besthit	0.6045557482793397	1.0
ZN782.0.P.C_besthit	0.6136577442236683	1.0
NPAS2.0.M.D_besthit	0.7891571673678573	1.0
ARNT2.1.P.B_besthit	0.1920358703218755	0.6629183468645564
HIF3A.1.P.C_besthit	0.9999999056544556	1.0
NPAS3.0.P.C_besthit	0.9588353801453331	1.0
HIF1A.0.P.B_besthit	0.9999638238283337	1.0
ARNT.0.P.B_besthit	0.9999999999999998	1.0
EPAS1.0.P.B_besthit	0.9999740924320114	1.0
HIF1A.1.P.B_besthit	0.9984118933917112	1.0
ARNT.1.P.B_besthit	0.9855318649467563	1.0
HIF3A.0.P.C_besthit	0.9999998384667372	1.0
BHE40.0.PSM.A_besthit	0.9807193356704472	1.0
BHE40.1.S.C_besthit	0.8202335837981067	1.0
CLOCK.1.PS.A_besthit	0.9999999902266264	1.0
MXI1.0.P.B_besthit	0.9999101997874281	1.0
NPAS2.2.S.D_besthit	0.9608539792655052	1.0
HEY1.0.S.D_besthit	0.9999974247804778	1.0
HEY2.0.S.D_besthit	0.9736068993384235	1.0
HES1.1.S.D_besthit	0.4409317573093731	1.0
MYC.0.P.B_besthit	0.9957245380475133	1.0
MYCN.0.PS.A_besthit	0.9999999411171571	1.0
MAX.2.S.C_besthit	0.9309326574246816	1.0
MAX.0.PS.A_besthit	0.9974930782437903	1.0
MGAP.0.P.C_besthit	0.5545663970396447	1.0
MNT.0.PS.A_besthit	0.9995382554185782	1.0
SOLH2.0.S.D_besthit	0.9924269168810969	1.0
SRBP1.1.S.C_besthit	0.6115255988118925	1.0
SRBP2.0.S.B_besthit	0.9972699961756993	1.0
CR3L1.0.PSM.A_besthit	0.9999969007053282	1.0
CR3L4.1.S.D_besthit	0.9694711113478938	1.0
CR3L4.0.M.D_besthit	0.999999998721337	1.0
XBP1.0.PS.A_besthit	0.9998816202565447	1.0
ZN341.0.P.B_besthit	0.9959257774626429	1.0
ZN713.0.SM.D_besthit	0.36594392247735513	1.0
ZBTB2.0.SM.D_besthit	6.563471941492905e-08	1.407655258941457e-06
PAX9.0.SM.D_besthit	0.9850786323966448	1.0
GLI1.0.P.C_besthit	0.9216747510772568	1.0
TZAP.0.P.B_besthit	0.5404409225393476	1.0
ZN316.0.P.C_besthit	0.23648735654230768	0.7841422874823887
MBNL2.0.S.D_besthit	0.8525938834881965	1.0
ZN100.0.P.B_besthit	0.026514950310441054	0.14505575735071108
PRD15.0.P.B_besthit	0.9835547969718277	1.0
ZN789.0.P.C_besthit	6.518361329633065e-05	0.0007730009670906034
ZSC31.1.SM.B_besthit	0.9799064917601915	1.0
ZN701.1.P.B_besthit	0.8685818089259754	1.0
ZKSC5.0.P.C_besthit	0.21006409341374258	0.7081759403379683
ZN480.0.P.C_besthit	0.014689320224348924	0.08709902815378655
ZN671.0.P.C_besthit	0.9814857631380393	1.0
ZFP14.0.P.C_besthit	0.0613008787636422	0.2710144113761024
RFX3.2.S.B_besthit	0.5373878631918418	1.0
ZN557.0.P.C_besthit	0.05371955695514531	0.24613324277630216
ZN684.0.P.C_besthit	0.05158114178798081	0.24183158568504493
ZN707.0.P.B_besthit	0.8253809746813401	1.0
SRBP2.1.P.B_besthit	0.9711966961795332	1.0
ZN684.1.M.C_besthit	0.9223509320393198	1.0
ZN281.1.SM.B_besthit	0.9984044890291889	1.0
ZN444.0.S.D_besthit	0.9979749234275683	1.0
ZN485.0.P.C_besthit	0.04275864861970262	0.2081133123543127
ZN701.0.P.B_besthit	0.8740768425487301	1.0
ZN880.0.P.C_besthit	3.1936919903543836e-08	7.15387005839382e-07
ZN681.0.P.C_besthit	0.8203448163060569	1.0
ZN132.0.P.C_besthit	0.9099983611018356	1.0
ZN467.0.P.C_besthit	0.9964314522862483	1.0
ZN714.0.P.C_besthit	0.9999760900910889	1.0
ZN483.0.P.C_besthit	0.008647873275838188	0.05929970246289042
ZN563.1.P.C_besthit	0.82569574768557	1.0
ZN121.0.P.B_besthit	0.9708565317258405	1.0
ZN441.1.P.C_besthit	1.4856998945876626e-06	2.582043954731662e-05
VDR.0.PS.A_besthit	0.9973101358475179	1.0
NR2C1.1.PM.A_besthit	0.8715712439630144	1.0
NR2C2.1.PS.A_besthit	0.9735151051962312	1.0
TF7L1.2.S.C_besthit	0.5435737725993034	1.0
HIC1.0.PSM.A_besthit	0.25768495515965906	0.8303857804396224
ZN331.0.P.B_besthit	0.974165225567207	1.0
ZN554.0.P.C_besthit	0.03296661832061452	0.17040316298840297
ZN574.0.P.B_besthit	0.7674537668847994	1.0
ZN143.0.P.B_besthit	0.038197527745589856	0.19072766962247287
ZNF76.0.P.B_besthit	0.8317969495244681	1.0
ZBT37.0.M.D_besthit	3.717103413232195e-06	5.592298866474705e-05
CR3L2.0.PS.A_besthit	0.7261529914845752	1.0
BHE41.0.PSM.A_besthit	0.572631611212139	1.0
HES1.0.S.D_besthit	0.1453440499188281	0.5386279496991865
ATF1.1.P.B_besthit	0.001579962782970823	0.013496631230801607
GMEB1.0.P.C_besthit	1.728449614766858e-06	2.953012223194903e-05
ZBED5.0.P.C_besthit	0.0041449729764006195	0.03141453203166785
ZN793.0.P.B_besthit	0.24566832981490846	0.8092603805667573
PRDM5.1.P.B_besthit	0.41528323387659655	1.0
GLI4.0.P.C_besthit	0.9922164335512373	1.0
ZN304.0.P.C_besthit	0.440178200274707	1.0
ZN320.1.P.B_besthit	0.2133972454144921	0.7170147445926934
ZN431.0.P.C_besthit	0.1528705221100586	0.560339950134324
ZIC1.1.M.B_besthit	0.9999995422171284	1.0
ZIC1.0.P.B_besthit	0.9781044960238007	1.0
ZIC1.2.S.B_besthit	0.43161912010853887	1.0
ZN787.1.S.D_besthit	0.02365571714194047	0.13174012640373478
ZBT7B.0.SM.D_besthit	0.9791549716961334	1.0
ZBT7C.0.S.D_besthit	0.996470203469404	1.0
ZN524.0.S.D_besthit	0.8077933226082344	1.0
ZN616.0.P.C_besthit	0.9244691489165403	1.0
E2F4.0.P.B_besthit	7.032094995248715e-06	9.824958362488568e-05
TFDP1.0.P.B_besthit	0.996056323670841	1.0
E2F3.0.P.B_besthit	0.2594860598040447	0.8329998352945129
E2F1.0.P.B_besthit	0.999997802380816	1.0
E2F4.1.P.B_besthit	0.9999999932852366	1.0
E2F8.1.SM.B_besthit	2.2766007272441847e-13	9.561723054425576e-12
E2F8.0.P.C_besthit	0.03697921270663813	0.18731179099643835
E2F6.0.P.B_besthit	0.9191460691866011	1.0
GLIS2.0.SM.D_besthit	0.6505747127207457	1.0
GLIS3.1.S.C_besthit	0.13106073689789133	0.4993478928370407
ZIC4.0.SM.D_besthit	0.9993513632748645	1.0
KLF5.0.PM.A_besthit	3.467647279247173e-16	2.3302589716541006e-14
EGR1.0.PS.A_besthit	0.061117919945412005	0.2710144113761024
EGR2.0.PSM.A_besthit	0.13224599609572882	0.5011427220469723
KLF6.1.SM.B_besthit	0.9999998637984957	1.0
SP4.1.S.B_besthit	0.8714631335886471	1.0
SP3.1.S.B_besthit	0.9926203267222745	1.0
KLF16.0.SM.B_besthit	0.936794522850735	1.0
SP9.1.S.C_besthit	0.15779988745382298	0.5680795948337627
KLF2.0.S.D_besthit	0.2824478017393371	0.8814470097623893
KLF3.1.M.C_besthit	0.009689768430959195	0.06468654289893501
KLF3.0.PS.A_besthit	0.2737394797582481	0.8595931326987978
KLF4.0.PSM.A_besthit	7.115297226802238e-06	9.824958362488568e-05
SP1.0.P.B_besthit	0.9927212832000817	1.0
KLF9.0.P.B_besthit	0.8124424391651178	1.0
SP1.1.SM.B_besthit	0.9999996470427708	1.0
KLF15.0.S.B_besthit	0.8393101834619444	1.0
KLF10.1.PSM.A_besthit	0.22429057130125482	0.7511126108693185
KLF11.1.SM.B_besthit	0.7651948898039209	1.0
KLF6.0.P.B_besthit	0.999492520927613	1.0
KLF12.0.P.C_besthit	0.6178922357945972	1.0
KLF9.1.P.B_besthit	0.8769771208329825	1.0
SP2.1.P.B_besthit	0.9952235667868501	1.0
KLF8.0.P.C_besthit	0.988905570725745	1.0
SP2.0.P.D_besthit	0.3960383289370534	1.0
SP5.0.P.B_besthit	0.9968071847085098	1.0
SP1.2.P.B_besthit	0.2507528942092211	0.8179900238281387
SP3.0.P.B_besthit	0.9935416035004295	1.0
KLF11.0.P.B_besthit	0.9585529023035239	1.0
SP4.0.P.C_besthit	9.401610731145399e-08	1.974338253540534e-06
KLF10.0.P.C_besthit	0.8745409022378086	1.0
KLF13.0.PSM.A_besthit	0.8099514673472085	1.0
KLF12.1.PSM.A_besthit	0.6094954425008553	1.0
KLF7.0.P.B_besthit	0.9999160401413609	1.0
ZN610.1.P.C_besthit	0.7243736486367772	1.0
ZN341.1.P.B_besthit	0.2915663860263082	0.901530420596683
ZN383.0.P.C_besthit	0.9812066134906933	1.0
ZN566.0.P.C_besthit	0.9812555589167125	1.0
ZN749.0.P.C_besthit	0.6437228426224681	1.0
ZN282.0.P.B_besthit	0.0965176006873035	0.3971009856849058
ZN460.0.S.D_besthit	0.04097931167415328	0.20149827398803175
ZN543.0.P.C_besthit	0.00734382913731509	0.05176629210079448
ZN180.0.P.C_besthit	0.3092492514835954	0.9417620709832754
KLF16.1.P.B_besthit	0.9999006964220146	1.0
PATZ1.0.P.B_besthit	0.7444975588460634	1.0
ZN449.1.S.C_besthit	0.7858383513713328	1.0
ZN740.0.P.C_besthit	0.3781933170052765	1.0
ZN740.1.S.C_besthit	0.9888679835235973	1.0
SP5.1.P.B_besthit	0.9901113540801005	1.0
ZN148.0.P.B_besthit	0.9913922685729184	1.0
ZN281.0.P.B_besthit	0.9541150778811699	1.0
ZBT17.0.P.B_besthit	0.7121072186755955	1.0
VEZF1.1.P.B_besthit	0.8679024543991732	1.0
KLF15.1.P.C_besthit	0.9465486945919069	1.0
MAZ.1.P.B_besthit	0.99999901710395	1.0
KLF8.1.P.C_besthit	0.23339166234280959	0.7764316687840003
SP4.2.P.B_besthit	0.9110939068904029	1.0
KLF13.1.P.C_besthit	0.9772764521678705	1.0
MAZ.0.P.B_besthit	0.43983224120806186	1.0
PATZ1.1.P.C_besthit	0.019091990566141012	0.10872726830887086
VEZF1.0.P.C_besthit	2.2753107757320025e-05	0.0003017780607812972
ZBT7A.0.P.B_besthit	0.00467030219986394	0.034615181010756266
ZBT7A.1.SM.B_besthit	0.914665843960512	1.0
ZN320.0.P.B_besthit	0.3202621058201941	0.957596455077348
ZNF28.0.P.C_besthit	0.4699519350751603	1.0
ZN436.0.P.C_besthit	0.22966142846454718	0.7665520526233893
ZN770.0.P.B_besthit	0.38948393193595354	1.0
ZN770.1.P.B_besthit	0.9993884247269736	1.0
ZN394.0.P.C_besthit	0.0381567665132967	0.19072766962247287
ZN223.0.P.C_besthit	0.9865320311237458	1.0
ZN333.0.P.C_besthit	0.9267000137457813	1.0
ZN189.1.P.B_besthit	0.5130880334924592	1.0
PRDM5.0.P.B_besthit	0.007909390984670549	0.05498390422446837
ZN530.0.P.B_besthit	0.009954822592987472	0.06601619193244324
ZN662.0.P.C_besthit	0.97619242001607	1.0
ZN263.0.PM.A_besthit	0.5495987982818697	1.0
ZN263.1.P.B_besthit	0.37592024005443087	1.0
ZNF16.0.P.C_besthit	0.9399102282225612	1.0
ZN623.0.P.C_besthit	0.7743470708875242	1.0
ZN425.0.P.C_besthit	0.042944016835016904	0.2081133123543127
ZNF44.0.P.C_besthit	0.9768564424515895	1.0
ZN669.0.P.B_besthit	0.28741515269294016	0.8914291505061036
ZN669.1.P.C_besthit	0.3129196559572897	0.9472162558707148
ZN205.0.P.C_besthit	0.038221219507678095	0.19072766962247287
ZN563.0.P.C_besthit	0.11236669392019313	0.4459276672108452
ZN776.0.P.C_besthit	0.9999572871715477	1.0
ZSC31.0.P.C_besthit	0.9572299684827664	1.0
REST.0.P.B_besthit	0.8871073065060563	1.0
ZN322.0.P.C_besthit	0.6662752709126711	1.0
ZN335.0.P.B_besthit	6.19111311087554e-06	8.915202879660777e-05
ZN611.1.P.C_besthit	0.7174012196720454	1.0
TAF1.0.P.B_besthit	0.0013010859185674465	0.011305987982034364
CENPB.0.S.D_besthit	0.9979078343254917	1.0
KAISO.0.P.B_besthit	0.2856348318123785	0.8886416989718441
KAISO.1.P.B_besthit	0.4843526435495026	1.0
E2F4.2.S.B_besthit	0.0014438255854696542	0.012439112736353944
GMEB1.1.P.C_besthit	0.9804767803172199	1.0
E2F1.1.S.B_besthit	7.034735502266616e-06	9.824958362488568e-05
ZBT14.0.P.C_besthit	0.9990040402426116	1.0
MYCN.1.M.C_besthit	0.00019790314142279243	0.002035575168920151
ZBT14.1.S.B_besthit	0.98646208355213	1.0
ZN587.0.P.C_besthit	0.7462848331212836	1.0
ZBTB6.0.P.B_besthit	0.9201191433031924	1.0
ZN423.0.P.C_besthit	0.9778227334624491	1.0
ZN765.0.P.C_besthit	0.9199476650219549	1.0
ZFX.0.P.B_besthit	5.436712891930088e-10	1.7678085790533966e-08
ZN711.0.P.C_besthit	0.9905583759636024	1.0
